date,office,candidate,party,reporting_level,jurisdiction,county,votes,percentage
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,007 Center Post,Cleburne County,13,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,007 Center Post,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,007 Center Post,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,008 Clayton,Cleburne County,65,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,008 Clayton,Cleburne County,21,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,008 Clayton,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,008 Clayton,Cleburne County,5,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,009 Francis,Cleburne County,71,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,009 Francis,Cleburne County,12,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,009 Francis,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,009 Francis,Cleburne County,5,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,010 Grassey,Cleburne County,40,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,010 Grassey,Cleburne County,11,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,010 Grassey,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,010 Grassey,Cleburne County,1,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,012 Greers Ferry Giles,Cleburne County,60,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,012 Greers Ferry Giles,Cleburne County,19,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,012 Greers Ferry Giles,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,012 Greers Ferry Giles,Cleburne County,5,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,013 Giles,Cleburne County,48,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,013 Giles,Cleburne County,14,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,013 Giles,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,013 Giles,Cleburne County,2,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,014 Healing Springs,Cleburne County,62,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,014 Healing Springs,Cleburne County,7,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,014 Healing Springs,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,014 Healing Springs,Cleburne County,14,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,015 Heber Springs Ward 1,Cleburne County,86,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,015 Heber Springs Ward 1,Cleburne County,21,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,015 Heber Springs Ward 1,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,015 Heber Springs Ward 1,Cleburne County,12,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,016 Heber Springs Ward 2,Cleburne County,85,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,016 Heber Springs Ward 2,Cleburne County,33,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,016 Heber Springs Ward 2,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,016 Heber Springs Ward 2,Cleburne County,10,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,017 Heber Springs Ward 3,Cleburne County,96,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,017 Heber Springs Ward 3,Cleburne County,37,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,017 Heber Springs Ward 3,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,017 Heber Springs Ward 3,Cleburne County,16,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,018 Heber Springs Ward 4,Cleburne County,92,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,018 Heber Springs Ward 4,Cleburne County,34,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,018 Heber Springs Ward 4,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,018 Heber Springs Ward 4,Cleburne County,8,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,019 Heber Outside,Cleburne County,127,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,019 Heber Outside,Cleburne County,51,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,019 Heber Outside,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,019 Heber Outside,Cleburne County,19,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,020 McJester,Cleburne County,7,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,020 McJester,Cleburne County,5,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,020 McJester,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,020 McJester,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,021 Morgan,Cleburne County,20,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,021 Morgan,Cleburne County,6,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,021 Morgan,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,021 Morgan,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,022 Mountain,Cleburne County,28,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,022 Mountain,Cleburne County,13,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,022 Mountain,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,022 Mountain,Cleburne County,6,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,023 East Peter Creek,Cleburne County,49,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,023 East Peter Creek,Cleburne County,25,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,023 East Peter Creek,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,023 East Peter Creek,Cleburne County,2,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,024 West Peter Creek,Cleburne County,77,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,024 West Peter Creek,Cleburne County,25,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,024 West Peter Creek,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,024 West Peter Creek,Cleburne County,3,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,025 Pickens,Cleburne County,15,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,025 Pickens,Cleburne County,5,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,025 Pickens,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,025 Pickens,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,026 Pine,Cleburne County,15,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,026 Pine,Cleburne County,8,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,026 Pine,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,026 Pine,Cleburne County,4,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,027 Piney,Cleburne County,62,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,027 Piney,Cleburne County,14,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,027 Piney,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,027 Piney,Cleburne County,1,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,028 Poff,Cleburne County,16,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,028 Poff,Cleburne County,2,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,028 Poff,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,028 Poff,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,029 Saline,Cleburne County,35,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,029 Saline,Cleburne County,4,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,029 Saline,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,029 Saline,Cleburne County,1,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,031 Sugar Camp,Cleburne County,43,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,031 Sugar Camp,Cleburne County,15,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,031 Sugar Camp,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,031 Sugar Camp,Cleburne County,11,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,032 Sugar Loaf,Cleburne County,42,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,032 Sugar Loaf,Cleburne County,10,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,032 Sugar Loaf,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,032 Sugar Loaf,Cleburne County,3,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,033 Valley,Cleburne County,22,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,033 Valley,Cleburne County,4,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,033 Valley,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,033 Valley,Cleburne County,5,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,034 Wilburn,Cleburne County,27,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,034 Wilburn,Cleburne County,13,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,034 Wilburn,Cleburne County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,034 Wilburn,Cleburne County,5,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Absentee,Cleveland County,14,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Absentee,Cleveland County,31,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Absentee,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Absentee,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Bowman 03,Cleveland County,10,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Bowman 03,Cleveland County,13,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Bowman 03,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Bowman 03,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Early,Cleveland County,90,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Early,Cleveland County,84,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Early,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Early,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Harper 04,Cleveland County,15,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Harper 04,Cleveland County,78,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Harper 04,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Harper 04,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Hudgin 05,Cleveland County,20,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Hudgin 05,Cleveland County,32,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Hudgin 05,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Hudgin 05,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Hurricane 06,Cleveland County,14,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Hurricane 06,Cleveland County,50,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Hurricane 06,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Hurricane 06,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Kingsland Inside 02A,Cleveland County,23,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Kingsland Inside 02A,Cleveland County,28,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Kingsland Inside 02A,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Kingsland Inside 02A,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Kingsland Out 02B,Cleveland County,32,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Kingsland Out 02B,Cleveland County,41,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Kingsland Out 02B,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Kingsland Out 02B,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Lee 07,Cleveland County,22,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Lee 07,Cleveland County,62,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Lee 07,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Lee 07,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Miller 08,Cleveland County,37,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Miller 08,Cleveland County,63,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Miller 08,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Miller 08,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Niven 09,Cleveland County,13,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Niven 09,Cleveland County,11,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Niven 09,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Niven 09,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Redland 10,Cleveland County,16,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Redland 10,Cleveland County,49,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Redland 10,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Redland 10,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Rison Inside A-K 01A,Cleveland County,47,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Rison Inside A-K 01A,Cleveland County,37,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Rison Inside A-K 01A,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Rison Inside A-K 01A,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Rison Inside L-Z 01B,Cleveland County,45,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Rison Inside L-Z 01B,Cleveland County,38,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Rison Inside L-Z 01B,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Rison Inside L-Z 01B,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Rison Outside 01C,Cleveland County,34,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Rison Outside 01C,Cleveland County,43,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Rison Outside 01C,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Rison Outside 01C,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Rowell 11,Cleveland County,21,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Rowell 11,Cleveland County,44,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Rowell 11,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Rowell 11,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Saline 12,Cleveland County,7,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Saline 12,Cleveland County,5,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Saline 12,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Saline 12,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Smith 14,Cleveland County,48,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Smith 14,Cleveland County,36,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Smith 14,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Smith 14,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Whiteoak 15,Cleveland County,18,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Whiteoak 15,Cleveland County,25,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Whiteoak 15,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Whiteoak 15,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Mark Wilcox - Democrat,Democrat,precinct,Whiteville 16,Cleveland County,11,
2002-06-11,Commissioner of State Lands,Representative George French - Democrat,Democrat,precinct,Whiteville 16,Cleveland County,21,
2002-06-11,Commissioner of State Lands,Total over votes,Democrat,precinct,Whiteville 16,Cleveland County,0,
2002-06-11,Commissioner of State Lands,Total under votes,Democrat,precinct,Whiteville 16,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Absentee,Cleveland County,66,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Absentee,Cleveland County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Absentee,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Absentee,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Bowman 03,Cleveland County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Bowman 03,Cleveland County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Bowman 03,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Bowman 03,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Early,Cleveland County,188,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Early,Cleveland County,7,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Early,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Early,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Harper 04,Cleveland County,91,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Harper 04,Cleveland County,8,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Harper 04,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Harper 04,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Hudgin 05,Cleveland County,45,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Hudgin 05,Cleveland County,3,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Hudgin 05,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Hudgin 05,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Hurricane 06,Cleveland County,62,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Hurricane 06,Cleveland County,4,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Hurricane 06,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Hurricane 06,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Kingsland Inside 02A,Cleveland County,56,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Kingsland Inside 02A,Cleveland County,8,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Kingsland Inside 02A,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Kingsland Inside 02A,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Kingsland Out 02B,Cleveland County,81,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Kingsland Out 02B,Cleveland County,2,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Kingsland Out 02B,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Kingsland Out 02B,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Lee 07,Cleveland County,88,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Lee 07,Cleveland County,4,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Lee 07,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Lee 07,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Miller 08,Cleveland County,97,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Miller 08,Cleveland County,13,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Miller 08,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Miller 08,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Niven 09,Cleveland County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Niven 09,Cleveland County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Niven 09,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Niven 09,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Redland 10,Cleveland County,66,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Redland 10,Cleveland County,7,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Redland 10,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Redland 10,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Rison Inside A-K 01A,Cleveland County,93,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Rison Inside A-K 01A,Cleveland County,3,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Rison Inside A-K 01A,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Rison Inside A-K 01A,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Rison Inside L-Z 01B,Cleveland County,92,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Rison Inside L-Z 01B,Cleveland County,4,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Rison Inside L-Z 01B,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Rison Inside L-Z 01B,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Rison Outside 01C,Cleveland County,81,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Rison Outside 01C,Cleveland County,2,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Rison Outside 01C,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Rison Outside 01C,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Rowell 11,Cleveland County,56,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Rowell 11,Cleveland County,13,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Rowell 11,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Rowell 11,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Saline 12,Cleveland County,12,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Saline 12,Cleveland County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Saline 12,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Saline 12,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Smith 14,Cleveland County,87,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Smith 14,Cleveland County,2,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Smith 14,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Smith 14,Cleveland County,0,
2002-06-11,State Representative District 010,Representative Jerry Taylor - Democrat,Democrat,precinct,Whiteoak 15,Cleveland County,0,
2002-06-11,State Representative District 010,Greg Fallon - Democrat,Democrat,precinct,Whiteoak 15,Cleveland County,0,
2002-06-11,State Representative District 010,Total over votes,Democrat,precinct,Whiteoak 15,Cleveland County,0,
2002-06-11,State Representative District 010,Total under votes,Democrat,precinct,Whiteoak 15,Cleveland County,0,
