county,precinct,office,district,party,candidate,votes,election_day_paper_ballot,absentee,early_vote_ivo_machine,election_day_ivo_machine,early_vote_paper_ballot
Benton,22 New Life Christian Center,County Judge,,REP,George Day,168,5,3,49,111,0
Benton,23 Hiwasse Fire Station,County Judge,,REP,George Day,30,0,0,7,23,0
Benton,24 Highlands Church,County Judge,,REP,George Day,110,22,0,20,68,0
Benton,25 Presbyterian Church of Bella Vista,County Judge,,REP,George Day,115,0,0,29,86,0
Benton,26 Bella Vista 1st United Methodist Church,County Judge,,REP,George Day,89,5,1,35,48,0
Benton,27 Bella Vista Christian Church,County Judge,,REP,George Day,89,4,3,29,53,0
Benton,28 Bella Vista Baptist Church,County Judge,,REP,George Day,94,6,1,28,59,0
Benton,29 St. Theodores Episcopal Church,County Judge,,REP,George Day,74,4,0,20,50,0
Benton,30 VFW Post 9063,County Judge,,REP,George Day,125,8,1,43,73,0
Benton,31 Bella Vista Church of Christ,County Judge,,REP,George Day,39,1,1,10,27,0
Benton,32 Bentonville 1st Presbyterian Church,County Judge,,REP,George Day,144,18,0,53,73,0
Benton,33 Pea Ridge Emergency Services Building,County Judge,,REP,George Day,184,15,1,41,127,0
Benton,34 BentonvilleChurch of Christ,County Judge,,REP,George Day,181,2,2,74,103,0
Benton,35 Cornorstone Assembly of God,County Judge,,REP,George Day,37,0,0,12,25,0
Benton,36 1st Assembly of God Church,County Judge,,REP,George Day,119,2,0,43,74,0
Benton,37 Bentonville First Baptist Church,County Judge,,REP,George Day,81,3,1,37,40,0
Benton,38 Hope Church of Northwest Arkansas,County Judge,,REP,George Day,87,6,4,34,43,0
Benton,39 Oakley Chapel United Methodist Church,County Judge,,REP,George Day,35,1,1,8,25,0
Benton,40 Central United Methodist Church,County Judge,,REP,George Day,68,3,0,15,50,0
Benton,41 Little Flock City Hall,County Judge,,REP,George Day,70,5,0,17,48,0
Benton,42 Grace Lutheran Church,County Judge,,REP,George Day,48,5,0,15,28,0
Benton,43 Rogers 1st Church of the Nazarene,County Judge,,REP,George Day,107,1,2,29,75,0
Benton,44 Holy Trinity Lutheran Church,County Judge,,REP,George Day,38,2,0,9,27,0
Benton,45 Bland Chapel (Rocky Branch),County Judge,,REP,George Day,52,13,1,16,22,0
Benton,46 Colonial Baptist Church,County Judge,,REP,George Day,30,0,1,9,20,0
Benton,47 Charity Baptist Church,County Judge,,REP,George Day,105,0,0,16,89,0
Benton,48 Bethel Heights City Hall,County Judge,,REP,George Day,67,0,0,13,54,0
Benton,49 Lowell First Baptist Church,County Judge,,REP,George Day,75,15,2,10,48,0
Benton,50 Faith Christian Fellowship Church,County Judge,,REP,George Day,54,6,2,13,33,0
Benton,51 War Eagle Mill,County Judge,,REP,George Day,43,10,0,8,25,0
Benton,52 First United Pentecostal Church,County Judge,,REP,George Day,53,5,0,13,35,0
Benton,53 Rogers 1st United Methodist Church,County Judge,,REP,George Day,68,3,1,32,32,0
Benton,54 1st Christian of Rogers,County Judge,,REP,George Day,47,0,1,13,33,0
Benton,55 Southside Church of Christ,County Judge,,REP,George Day,54,3,0,16,35,0
Benton,56 Rogers Christian Church,County Judge,,REP,George Day,77,12,3,24,38,0
Benton,57 Hickory Creek Fire Station,County Judge,,REP,George Day,34,6,0,4,24,0
Benton,01 Gravette Civic Center,County Sheriff,,REP,Mike Jones,223,21,0,35,167,0
Benton,02 Sulphur Springs Community Building,County Sheriff,,REP,Mike Jones,34,15,0,5,14,0
Benton,03 Monte Ne Baptist Church,County Sheriff,,REP,Mike Jones,191,40,3,50,97,1
Benton,04 Decatur Municipal Building,County Sheriff,,REP,Mike Jones,100,24,0,8,68,0
Benton,05 Prairie Creek Community Center,County Sheriff,,REP,Mike Jones,369,24,3,166,176,0
Benton,06 Gentry Methodist Church,County Sheriff,,REP,Mike Jones,146,1,2,22,121,0
Benton,07 Total Life Community Center,County Sheriff,,REP,Mike Jones,53,3,2,16,32,0
Benton,08 1st Christian - Siloam,County Sheriff,,REP,Mike Jones,98,1,1,27,69,0
Benton,09 Siloam Springs Community Building,County Sheriff,,REP,Mike Jones,180,26,0,64,90,0
Benton,10 Heritage Missionary Baptist Church,County Sheriff,,REP,Mike Jones,83,24,0,30,29,0
Benton,11 St. Marys Catholic Church,County Sheriff,,REP,Mike Jones,211,21,1,78,111,0
Benton,12 Avoca Town Hall,County Sheriff,,REP,Mike Jones,163,19,0,25,119,0
Benton,13 Lost Bridge Village Community Building,County Sheriff,,REP,Mike Jones,98,5,2,12,79,0
Benton,14 Garfield 1st Baptist Church,County Sheriff,,REP,Mike Jones,191,28,1,27,135,0
Benton,15 Springtown Church of Christ,County Sheriff,,REP,Mike Jones,44,10,0,3,31,0
Benton,16 Robinson Community Building,County Sheriff,,REP,Mike Jones,17,0,0,2,15,0
Benton,17 Logan Community Building,County Sheriff,,REP,Mike Jones,29,1,0,6,22,0
Benton,18 Cave Springs Community Building,County Sheriff,,REP,Mike Jones,287,2,1,58,224,2
Benton,19 Highfill Town Hall,County Sheriff,,REP,Mike Jones,34,4,0,4,26,0
Benton,20 Vaughn Presbyterian Church,County Sheriff,,REP,Mike Jones,144,12,1,27,104,0
Benton,21 St. Bernards Catholic Church,County Sheriff,,REP,Mike Jones,129,2,3,44,80,0
Benton,22 New Life Christian Center,County Sheriff,,REP,Mike Jones,278,4,1,81,192,0
Benton,23 Hiwasse Fire Station,County Sheriff,,REP,Mike Jones,74,1,0,14,59,0
Benton,24 Highlands Church,County Sheriff,,REP,Mike Jones,354,60,5,81,208,0
Benton,25 Presbyterian Church of Bella Vista,County Sheriff,,REP,Mike Jones,280,3,4,86,187,0
Benton,26 Bella Vista 1st United Methodist Church,County Sheriff,,REP,Mike Jones,228,6,3,89,130,0
Benton,27 Bella Vista Christian Church,County Sheriff,,REP,Mike Jones,240,4,6,91,139,0
Benton,28 Bella Vista Baptist Church,County Sheriff,,REP,Mike Jones,199,21,1,59,118,0
Benton,29 St. Theodores Episcopal Church,County Sheriff,,REP,Mike Jones,186,19,1,50,116,0
Benton,30 VFW Post 9063,County Sheriff,,REP,Mike Jones,292,8,7,120,157,0
Benton,31 Bella Vista Church of Christ,County Sheriff,,REP,Mike Jones,103,0,3,30,70,0
Benton,32 Bentonville 1st Presbyterian Church,County Sheriff,,REP,Mike Jones,415,29,4,174,207,1
Benton,33 Pea Ridge Emergency Services Building,County Sheriff,,REP,Mike Jones,335,30,1,59,245,0
Benton,34 BentonvilleChurch of Christ,County Sheriff,,REP,Mike Jones,391,2,7,176,206,0
Benton,35 Cornorstone Assembly of God,County Sheriff,,REP,Mike Jones,74,2,0,22,50,0
Benton,36 1st Assembly of God Church,County Sheriff,,REP,Mike Jones,308,7,2,98,201,0
Benton,37 Bentonville First Baptist Church,County Sheriff,,REP,Mike Jones,155,5,2,66,82,0
Benton,38 Hope Church of Northwest Arkansas,County Sheriff,,REP,Mike Jones,176,10,3,78,85,0
Benton,39 Oakley Chapel United Methodist Church,County Sheriff,,REP,Mike Jones,83,0,3,26,54,0
Benton,40 Central United Methodist Church,County Sheriff,,REP,Mike Jones,183,8,6,59,110,0
Benton,41 Little Flock City Hall,County Sheriff,,REP,Mike Jones,176,9,0,33,134,0
Benton,42 Grace Lutheran Church,County Sheriff,,REP,Mike Jones,91,9,1,18,63,0
Benton,43 Rogers 1st Church of the Nazarene,County Sheriff,,REP,Mike Jones,363,8,2,114,239,0
Benton,44 Holy Trinity Lutheran Church,County Sheriff,,REP,Mike Jones,59,5,1,21,32,0
Benton,45 Bland Chapel (Rocky Branch),County Sheriff,,REP,Mike Jones,133,23,0,53,57,0
Benton,46 Colonial Baptist Church,County Sheriff,,REP,Mike Jones,68,2,2,12,52,0
Benton,47 Charity Baptist Church,County Sheriff,,REP,Mike Jones,250,0,5,68,177,0
Benton,48 Bethel Heights City Hall,County Sheriff,,REP,Mike Jones,139,4,3,20,112,0
Benton,49 Lowell First Baptist Church,County Sheriff,,REP,Mike Jones,146,43,1,16,86,0
Benton,50 Faith Christian Fellowship Church,County Sheriff,,REP,Mike Jones,72,11,2,13,46,0
Benton,51 War Eagle Mill,County Sheriff,,REP,Mike Jones,104,18,1,21,64,0
Benton,52 First United Pentecostal Church,County Sheriff,,REP,Mike Jones,97,15,1,18,63,0
Benton,53 Rogers 1st United Methodist Church,County Sheriff,,REP,Mike Jones,207,2,4,106,95,0
Benton,54 1st Christian of Rogers,County Sheriff,,REP,Mike Jones,95,0,1,31,63,0
Benton,55 Southside Church of Christ,County Sheriff,,REP,Mike Jones,114,7,2,32,73,0
Benton,56 Rogers Christian Church,County Sheriff,,REP,Mike Jones,212,34,10,55,112,1
Benton,57 Hickory Creek Fire Station,County Sheriff,,REP,Mike Jones,41,5,2,4,30,0
Benton,01 Gravette Civic Center,County Sheriff,,REP,Kelley Cradduck,364,45,7,28,284,0
Benton,02 Sulphur Springs Community Building,County Sheriff,,REP,Kelley Cradduck,74,13,1,3,57,0
Benton,03 Monte Ne Baptist Church,County Sheriff,,REP,Kelley Cradduck,220,38,0,54,128,0
Benton,04 Decatur Municipal Building,County Sheriff,,REP,Kelley Cradduck,121,31,0,17,73,0
Benton,05 Prairie Creek Community Center,County Sheriff,,REP,Kelley Cradduck,416,26,1,174,215,0
Benton,06 Gentry Methodist Church,County Sheriff,,REP,Kelley Cradduck,145,1,0,8,136,0
Benton,07 Total Life Community Center,County Sheriff,,REP,Kelley Cradduck,93,3,0,31,59,0
Benton,08 1st Christian - Siloam,County Sheriff,,REP,Kelley Cradduck,148,2,2,31,113,0
Benton,09 Siloam Springs Community Building,County Sheriff,,REP,Kelley Cradduck,231,25,0,84,122,0
Benton,10 Heritage Missionary Baptist Church,County Sheriff,,REP,Kelley Cradduck,114,40,2,28,44,0
Benton,11 St. Marys Catholic Church,County Sheriff,,REP,Kelley Cradduck,286,29,3,80,174,0
Benton,12 Avoca Town Hall,County Sheriff,,REP,Kelley Cradduck,147,15,3,23,106,0
Benton,13 Lost Bridge Village Community Building,County Sheriff,,REP,Kelley Cradduck,130,11,0,24,95,0
Benton,14 Garfield 1st Baptist Church,County Sheriff,,REP,Kelley Cradduck,189,17,2,28,142,0
Benton,15 Springtown Church of Christ,County Sheriff,,REP,Kelley Cradduck,62,6,1,4,51,0
Benton,16 Robinson Community Building,County Sheriff,,REP,Kelley Cradduck,25,1,1,6,17,0
Benton,17 Logan Community Building,County Sheriff,,REP,Kelley Cradduck,30,2,0,4,24,0
Benton,18 Cave Springs Community Building,County Sheriff,,REP,Kelley Cradduck,333,2,3,54,274,0
Benton,19 Highfill Town Hall,County Sheriff,,REP,Kelley Cradduck,52,0,0,1,51,0
Benton,20 Vaughn Presbyterian Church,County Sheriff,,REP,Kelley Cradduck,153,15,0,29,109,0
Benton,21 St. Bernards Catholic Church,County Sheriff,,REP,Kelley Cradduck,163,3,4,45,111,0
Benton,22 New Life Christian Center,County Sheriff,,REP,Kelley Cradduck,554,6,6,129,412,1
Benton,23 Hiwasse Fire Station,County Sheriff,,REP,Kelley Cradduck,88,8,0,11,69,0
Benton,24 Highlands Church,County Sheriff,,REP,Kelley Cradduck,463,61,5,103,294,0
Benton,25 Presbyterian Church of Bella Vista,County Sheriff,,REP,Kelley Cradduck,407,9,8,100,290,0
Benton,26 Bella Vista 1st United Methodist Church,County Sheriff,,REP,Kelley Cradduck,367,9,3,152,203,0
Benton,27 Bella Vista Christian Church,County Sheriff,,REP,Kelley Cradduck,384,8,1,127,248,0
Benton,28 Bella Vista Baptist Church,County Sheriff,,REP,Kelley Cradduck,271,16,3,76,176,0
Benton,29 St. Theodores Episcopal Church,County Sheriff,,REP,Kelley Cradduck,334,28,1,95,210,0
Benton,30 VFW Post 9063,County Sheriff,,REP,Kelley Cradduck,412,17,8,144,243,0
Benton,31 Bella Vista Church of Christ,County Sheriff,,REP,Kelley Cradduck,139,8,0,38,93,0
Benton,32 Bentonville 1st Presbyterian Church,County Sheriff,,REP,Kelley Cradduck,507,30,3,219,254,1
Benton,33 Pea Ridge Emergency Services Building,County Sheriff,,REP,Kelley Cradduck,310,29,1,66,214,0
Benton,34 BentonvilleChurch of Christ,County Sheriff,,REP,Kelley Cradduck,660,5,6,276,373,0
Benton,35 Cornorstone Assembly of God,County Sheriff,,REP,Kelley Cradduck,122,11,0,35,76,0
Benton,36 1st Assembly of God Church,County Sheriff,,REP,Kelley Cradduck,400,2,1,155,240,2
Benton,37 Bentonville First Baptist Church,County Sheriff,,REP,Kelley Cradduck,246,8,0,91,147,0
Benton,38 Hope Church of Northwest Arkansas,County Sheriff,,REP,Kelley Cradduck,265,22,5,111,127,0
Benton,39 Oakley Chapel United Methodist Church,County Sheriff,,REP,Kelley Cradduck,132,3,1,33,95,0
Benton,40 Central United Methodist Church,County Sheriff,,REP,Kelley Cradduck,313,2,1,92,218,0
Benton,41 Little Flock City Hall,County Sheriff,,REP,Kelley Cradduck,145,7,2,29,107,0
Benton,42 Grace Lutheran Church,County Sheriff,,REP,Kelley Cradduck,205,20,0,53,132,0
Benton,43 Rogers 1st Church of the Nazarene,County Sheriff,,REP,Kelley Cradduck,453,9,3,122,319,0
Benton,44 Holy Trinity Lutheran Church,County Sheriff,,REP,Kelley Cradduck,67,1,2,14,50,0
Benton,45 Bland Chapel (Rocky Branch),County Sheriff,,REP,Kelley Cradduck,142,36,1,59,46,0
Benton,46 Colonial Baptist Church,County Sheriff,,REP,Kelley Cradduck,72,1,0,21,50,0
Benton,47 Charity Baptist Church,County Sheriff,,REP,Kelley Cradduck,351,1,3,70,277,0
Benton,48 Bethel Heights City Hall,County Sheriff,,REP,Kelley Cradduck,193,1,1,29,162,0
Benton,49 Lowell First Baptist Church,County Sheriff,,REP,Kelley Cradduck,172,40,1,27,104,0
Benton,50 Faith Christian Fellowship Church,County Sheriff,,REP,Kelley Cradduck,140,11,0,35,94,0
Benton,51 War Eagle Mill,County Sheriff,,REP,Kelley Cradduck,73,12,1,20,40,0
Benton,52 First United Pentecostal Church,County Sheriff,,REP,Kelley Cradduck,142,27,0,36,79,0
Benton,53 Rogers 1st United Methodist Church,County Sheriff,,REP,Kelley Cradduck,235,4,3,92,136,0
Benton,54 1st Christian of Rogers,County Sheriff,,REP,Kelley Cradduck,111,0,1,32,78,0
Benton,55 Southside Church of Christ,County Sheriff,,REP,Kelley Cradduck,164,7,3,49,104,1
Benton,56 Rogers Christian Church,County Sheriff,,REP,Kelley Cradduck,287,33,4,89,161,0
Benton,57 Hickory Creek Fire Station,County Sheriff,,REP,Kelley Cradduck,83,16,0,6,61,0
Benton,05 Prairie Creek Community Center,Justice of the Peace, Dist 1,REP,Mike McKenzie,248,16,0,105,127,0
Benton,12 Avoca Town Hall,Justice of the Peace, Dist 1,REP,Mike McKenzie,136,12,2,18,104,0
Benton,13 Lost Bridge Village Community Building,Justice of the Peace, Dist 1,REP,Mike McKenzie,75,3,2,14,56,0
Benton,14 Garfield 1st Baptist Church,Justice of the Peace, Dist 1,REP,Mike McKenzie,180,18,2,26,134,0
Benton,45 Bland Chapel (Rocky Branch),Justice of the Peace, Dist 1,REP,Mike McKenzie,132,26,0,52,54,0
Benton,51 War Eagle Mill,Justice of the Peace, Dist 1,REP,Mike McKenzie,80,13,2,19,46,0
Benton,53 Rogers 1st United Methodist Church,Justice of the Peace, Dist 1,REP,Mike McKenzie,166,3,2,62,99,0
Benton,05 Prairie Creek Community Center,Justice of the Peace, Dist 1,REP,Dale King,157,9,3,79,66,0
Benton,12 Avoca Town Hall,Justice of the Peace, Dist 1,REP,Dale King,80,15,0,11,54,0
Benton,13 Lost Bridge Village Community Building,Justice of the Peace, Dist 1,REP,Dale King,129,10,0,18,101,0
Benton,14 Garfield 1st Baptist Church,Justice of the Peace, Dist 1,REP,Dale King,161,22,1,20,118,0
Benton,45 Bland Chapel (Rocky Branch),Justice of the Peace, Dist 1,REP,Dale King,93,20,1,37,35,0
Benton,51 War Eagle Mill,Justice of the Peace, Dist 1,REP,Dale King,67,15,0,13,39,0
Benton,53 Rogers 1st United Methodist Church,Justice of the Peace, Dist 1,REP,Dale King,147,2,3,76,66,0
Benton,03 Monte Ne Baptist Church,Justice of the Peace, Dist 2,REP,Frank Winscott,213,36,2,61,114,0
Benton,05 Prairie Creek Community Center,Justice of the Peace, Dist 2,REP,Frank Winscott,156,10,0,63,83,0
Benton,50 Faith Christian Fellowship Church,Justice of the Peace, Dist 2,REP,Frank Winscott,92,10,2,23,57,0
Benton,53 Rogers 1st United Methodist Church,Justice of the Peace, Dist 2,REP,Frank Winscott,0,0,0,0,0,0
Benton,03 Monte Ne Baptist Church,Justice of the Peace, Dist 2,REP,Robert Shaver,127,30,0,25,71,1
Benton,05 Prairie Creek Community Center,Justice of the Peace, Dist 2,REP,Robert Shaver,71,6,1,27,37,0
Benton,50 Faith Christian Fellowship Church,Justice of the Peace, Dist 2,REP,Robert Shaver,78,7,0,15,56,0
Benton,53 Rogers 1st United Methodist Church,Justice of the Peace, Dist 2,REP,Robert Shaver,0,0,0,0,0,0
Benton,12 Avoca Town Hall,Justice of the Peace, Dist 6,REP,Octavio Sanchez,39,2,0,8,29,0
Benton,33 Pea Ridge Emergency Services Building,Justice of the Peace, Dist 6,REP,Octavio Sanchez,270,16,1,51,202,0
Benton,35 Cornorstone Assembly of God,Justice of the Peace, Dist 6,REP,Octavio Sanchez,61,4,0,16,41,0
Benton,38 Hope Church of Northwest Arkansas,Justice of the Peace, Dist 6,REP,Octavio Sanchez,127,7,1,58,61,0
Benton,41 Little Flock City Hall,Justice of the Peace, Dist 6,REP,Octavio Sanchez,150,10,1,33,106,0
Benton,44 Holy Trinity Lutheran Church,Justice of the Peace, Dist 6,REP,Octavio Sanchez,20,0,0,7,13,0
Benton,47 Charity Baptist Church,Justice of the Peace, Dist 6,REP,Octavio Sanchez,0,0,0,0,0,0
Benton,12 Avoca Town Hall,Justice of the Peace, Dist 6,REP,William Pat Adams,44,4,0,12,28,0
Benton,33 Pea Ridge Emergency Services Building,Justice of the Peace, Dist 6,REP,William Pat Adams,340,38,1,73,228,0
Benton,35 Cornorstone Assembly of God,Justice of the Peace, Dist 6,REP,William Pat Adams,125,8,0,40,77,0
Benton,38 Hope Church of Northwest Arkansas,Justice of the Peace, Dist 6,REP,William Pat Adams,42,6,0,21,15,0
Benton,41 Little Flock City Hall,Justice of the Peace, Dist 6,REP,William Pat Adams,149,6,1,25,117,0
Benton,44 Holy Trinity Lutheran Church,Justice of the Peace, Dist 6,REP,William Pat Adams,49,1,2,11,35,0
Benton,47 Charity Baptist Church,Justice of the Peace, Dist 6,REP,William Pat Adams,0,0,0,0,0,0
Benton,22 New Life Christian Center,Justice of the Peace, Dist 15,REP,Tim Cook,109,1,0,26,82,0
Benton,27 Bella Vista Christian Church,Justice of the Peace, Dist 15,REP,Tim Cook,12,0,0,4,8,0
Benton,32 Bentonville 1st Presbyterian Church,Justice of the Peace, Dist 15,REP,Tim Cook,73,6,0,27,40,0
Benton,34 BentonvilleChurch of Christ,Justice of the Peace, Dist 15,REP,Tim Cook,223,3,5,85,130,0
Benton,36 1st Assembly of God Church,Justice of the Peace, Dist 15,REP,Tim Cook,174,2,0,5,167,0
Benton,22 New Life Christian Center,Justice of the Peace, Dist 15,REP,Will Hanna,118,0,0,37,81,0
Benton,27 Bella Vista Christian Church,Justice of the Peace, Dist 15,REP,Will Hanna,13,0,0,5,8,0
Benton,32 Bentonville 1st Presbyterian Church,Justice of the Peace, Dist 15,REP,Will Hanna,124,7,1,51,65,0
Benton,34 BentonvilleChurch of Christ,Justice of the Peace, Dist 15,REP,Will Hanna,285,1,1,123,160,0
Benton,36 1st Assembly of God Church,Justice of the Peace, Dist 15,REP,Will Hanna,159,2,0,22,135,0
Benton,22 New Life Christian Center,Justice of the Peace, Dist 15,REP,Barry J. Moehring,95,3,0,29,63,0
Benton,27 Bella Vista Christian Church,Justice of the Peace, Dist 15,REP,Barry J. Moehring,15,0,1,3,11,0
Benton,32 Bentonville 1st Presbyterian Church,Justice of the Peace, Dist 15,REP,Barry J. Moehring,165,8,0,79,78,0
Benton,34 BentonvilleChurch of Christ,Justice of the Peace, Dist 15,REP,Barry J. Moehring,450,1,5,223,221,0
Benton,36 1st Assembly of God Church,Justice of the Peace, Dist 15,REP,Barry J. Moehring,75,2,0,7,66,0
Benton,03 Monte Ne Baptist Church,Constable, Township 1,REP,James A. Hollenbeck,93,17,0,26,50,0
Benton,05 Prairie Creek Community Center,Constable, Township 1,REP,James A. Hollenbeck,165,9,1,71,84,0
Benton,12 Avoca Town Hall,Constable, Township 1,REP,James A. Hollenbeck,83,9,0,9,65,0
Benton,13 Lost Bridge Village Community Building,Constable, Township 1,REP,James A. Hollenbeck,51,3,0,9,39,0
Benton,14 Garfield 1st Baptist Church,Constable, Township 1,REP,James A. Hollenbeck,88,11,1,15,61,0
Benton,45 Bland Chapel (Rocky Branch),Constable, Township 1,REP,James A. Hollenbeck,66,11,0,24,31,0
Benton,48 Bethel Heights City Hall,Constable, Township 1,REP,James A. Hollenbeck,76,3,0,5,68,0
Benton,49 Lowell First Baptist Church,Constable, Township 1,REP,James A. Hollenbeck,56,14,0,9,33,0
Benton,50 Faith Christian Fellowship Church,Constable, Township 1,REP,James A. Hollenbeck,47,2,0,11,34,0
Benton,51 War Eagle Mill,Constable, Township 1,REP,James A. Hollenbeck,51,9,2,12,28,0
Benton,53 Rogers 1st United Methodist Church,Constable, Township 1,REP,James A. Hollenbeck,78,2,3,32,41,0
Benton,57 Hickory Creek Fire Station,Constable, Township 1,REP,James A. Hollenbeck,20,4,0,5,11,0
Benton,03 Monte Ne Baptist Church,Constable, Township 1,REP,Grant Hardin,87,20,2,19,45,1
Benton,05 Prairie Creek Community Center,Constable, Township 1,REP,Grant Hardin,180,14,2,74,90,0
Benton,12 Avoca Town Hall,Constable, Township 1,REP,Grant Hardin,54,6,1,5,42,0
Benton,13 Lost Bridge Village Community Building,Constable, Township 1,REP,Grant Hardin,53,3,2,8,40,0
Benton,14 Garfield 1st Baptist Church,Constable, Township 1,REP,Grant Hardin,137,14,0,19,104,0
Benton,45 Bland Chapel (Rocky Branch),Constable, Township 1,REP,Grant Hardin,55,10,0,19,26,0
Benton,48 Bethel Heights City Hall,Constable, Township 1,REP,Grant Hardin,70,0,1,10,59,0
Benton,49 Lowell First Baptist Church,Constable, Township 1,REP,Grant Hardin,64,16,0,5,43,0
Benton,50 Faith Christian Fellowship Church,Constable, Township 1,REP,Grant Hardin,39,4,2,9,24,0
Benton,51 War Eagle Mill,Constable, Township 1,REP,Grant Hardin,29,3,0,3,23,0
Benton,53 Rogers 1st United Methodist Church,Constable, Township 1,REP,Grant Hardin,77,3,0,29,45,0
Benton,57 Hickory Creek Fire Station,Constable, Township 1,REP,Grant Hardin,35,7,0,1,27,0
Benton,03 Monte Ne Baptist Church,Constable, Township 1,REP,Gary L. McLennan,162,32,0,37,93,0
Benton,05 Prairie Creek Community Center,Constable, Township 1,REP,Gary L. McLennan,279,20,1,128,130,0
Benton,12 Avoca Town Hall,Constable, Township 1,REP,Gary L. McLennan,74,10,2,12,50,0
Benton,13 Lost Bridge Village Community Building,Constable, Township 1,REP,Gary L. McLennan,72,6,0,12,54,0
Benton,14 Garfield 1st Baptist Church,Constable, Township 1,REP,Gary L. McLennan,109,16,2,14,77,0
Benton,45 Bland Chapel (Rocky Branch),Constable, Township 1,REP,Gary L. McLennan,97,25,1,44,27,0
Benton,48 Bethel Heights City Hall,Constable, Township 1,REP,Gary L. McLennan,156,2,3,26,125,0
Benton,49 Lowell First Baptist Church,Constable, Township 1,REP,Gary L. McLennan,143,37,2,17,87,0
Benton,50 Faith Christian Fellowship Church,Constable, Township 1,REP,Gary L. McLennan,86,11,0,18,57,0
Benton,51 War Eagle Mill,Constable, Township 1,REP,Gary L. McLennan,56,14,0,13,29,0
Benton,53 Rogers 1st United Methodist Church,Constable, Township 1,REP,Gary L. McLennan,140,0,4,66,70,0
Benton,57 Hickory Creek Fire Station,Constable, Township 1,REP,Gary L. McLennan,56,7,2,4,43,0
Benton,18 Cave Springs Community Building,Constable, Township 2,REP,Keith Brummett,255,1,2,45,207,0
Benton,20 Vaughn Presbyterian Church,Constable, Township 2,REP,Keith Brummett,108,5,0,25,78,0
Benton,22 New Life Christian Center,Constable, Township 2,REP,Keith Brummett,295,0,0,70,225,0
Benton,27 Bella Vista Christian Church,Constable, Township 2,REP,Keith Brummett,19,0,0,9,10,0
Benton,32 Bentonville 1st Presbyterian Church,Constable, Township 2,REP,Keith Brummett,424,22,1,192,207,2
Benton,34 BentonvilleChurch of Christ,Constable, Township 2,REP,Keith Brummett,493,3,5,213,272,0
Benton,36 1st Assembly of God Church,Constable, Township 2,REP,Keith Brummett,344,3,2,133,206,0
Benton,37 Bentonville First Baptist Church,Constable, Township 2,REP,Keith Brummett,192,9,2,71,110,0
Benton,38 Hope Church of Northwest Arkansas,Constable, Township 2,REP,Keith Brummett,91,9,3,29,50,0
Benton,39 Oakley Chapel United Methodist Church,Constable, Township 2,REP,Keith Brummett,57,0,1,22,34,0
Benton,42 Grace Lutheran Church,Constable, Township 2,REP,Keith Brummett,137,11,0,30,96,0
Benton,43 Rogers 1st Church of the Nazarene,Constable, Township 2,REP,Keith Brummett,338,4,3,101,230,0
Benton,18 Cave Springs Community Building,Constable, Township 2,REP,Christopher N. Gibson,153,1,1,30,121,0
Benton,20 Vaughn Presbyterian Church,Constable, Township 2,REP,Christopher N. Gibson,43,6,1,7,29,0
Benton,22 New Life Christian Center,Constable, Township 2,REP,Christopher N. Gibson,161,5,0,43,113,0
Benton,27 Bella Vista Christian Church,Constable, Township 2,REP,Christopher N. Gibson,16,0,1,2,13,0
Benton,32 Bentonville 1st Presbyterian Church,Constable, Township 2,REP,Christopher N. Gibson,270,23,0,114,133,0
Benton,34 BentonvilleChurch of Christ,Constable, Township 2,REP,Christopher N. Gibson,297,4,5,129,159,0
Benton,36 1st Assembly of God Church,Constable, Township 2,REP,Christopher N. Gibson,217,3,0,73,141,0
Benton,37 Bentonville First Baptist Church,Constable, Township 2,REP,Christopher N. Gibson,143,4,0,65,74,0
Benton,38 Hope Church of Northwest Arkansas,Constable, Township 2,REP,Christopher N. Gibson,48,5,2,16,25,0
Benton,39 Oakley Chapel United Methodist Church,Constable, Township 2,REP,Christopher N. Gibson,37,1,2,12,22,0
Benton,42 Grace Lutheran Church,Constable, Township 2,REP,Christopher N. Gibson,96,12,0,27,57,0
Benton,43 Rogers 1st Church of the Nazarene,Constable, Township 2,REP,Christopher N. Gibson,219,7,1,52,159,0
Benton,01 Gravette Civic Center,Constable, Township 4,REP,Gordon L. Fisher,353,52,5,37,259,0
Benton,02 Sulphur Springs Community Building,Constable, Township 4,REP,Gordon L. Fisher,80,20,1,5,54,0
Benton,04 Decatur Municipal Building,Constable, Township 4,REP,Gordon L. Fisher,113,34,0,9,70,0
Benton,20 Vaughn Presbyterian Church,Constable, Township 4,REP,Gordon L. Fisher,47,6,0,6,35,0
Benton,21 St. Bernards Catholic Church,Constable, Township 4,REP,Gordon L. Fisher,138,2,4,38,94,0
Benton,22 New Life Christian Center,Constable, Township 4,REP,Gordon L. Fisher,164,1,7,46,110,0
Benton,23 Hiwasse Fire Station,Constable, Township 4,REP,Gordon L. Fisher,102,5,0,12,85,0
Benton,24 Highlands Church,Constable, Township 4,REP,Gordon L. Fisher,430,54,5,103,268,0
Benton,25 Presbyterian Church of Bella Vista,Constable, Township 4,REP,Gordon L. Fisher,337,4,6,99,228,0
Benton,26 Bella Vista 1st United Methodist Church,Constable, Township 4,REP,Gordon L. Fisher,287,10,1,112,164,0
Benton,27 Bella Vista Christian Church,Constable, Township 4,REP,Gordon L. Fisher,313,8,1,104,200,0
