county,precinct,office,district,party,candidate,votes,election_day,early_voting,election_day_paper,absentee,early_vote_paper
Stone,Fox,State Treasurer,,LIB,Ashley Ewald,89,32,37,15,1,4
Stone,Red Doors,State Treasurer,,LIB,Ashley Ewald,94,18,54,13,3,6
Stone,Ben 01,State Treasurer,,LIB,Ashley Ewald,4,2,0,2,0,0
Stone,Ben 02,State Treasurer,,LIB,Ashley Ewald,0,0,0,0,0,0
Stone,Northeast,State Treasurer,,LIB,Ashley Ewald,32,5,20,3,0,4
Stone,Arbanna,Auditor of State,,LIB,David E. Dinwiddie,52,11,26,10,3,2
Stone,East Out,Auditor of State,,LIB,David E. Dinwiddie,20,4,13,2,1,0
Stone,Ward 1,Auditor of State,,LIB,David E. Dinwiddie,66,13,42,3,1,7
Stone,Ward 2,Auditor of State,,LIB,David E. Dinwiddie,59,17,33,3,4,2
Stone,Ward 3,Auditor of State,,LIB,David E. Dinwiddie,64,9,46,7,0,2
Stone,West Out,Auditor of State,,LIB,David E. Dinwiddie,26,4,17,3,0,2
Stone,Dodd Mountain,Auditor of State,,LIB,David E. Dinwiddie,60,11,32,12,0,5
Stone,Bethany,Auditor of State,,LIB,David E. Dinwiddie,36,5,15,12,2,2
Stone,Angora Mountain,Auditor of State,,LIB,David E. Dinwiddie,10,0,1,9,0,0
Stone,Pleasant Grove,Auditor of State,,LIB,David E. Dinwiddie,56,21,19,14,1,1
Stone,Foothills,Auditor of State,,LIB,David E. Dinwiddie,92,17,49,17,3,6
Stone,Liberty,Auditor of State,,LIB,David E. Dinwiddie,11,1,5,3,1,1
Stone,Northwest,Auditor of State,,LIB,David E. Dinwiddie,34,11,14,9,0,0
Stone,Old Lexington,Auditor of State,,LIB,David E. Dinwiddie,5,5,0,0,0,0
Stone,Fox,Auditor of State,,LIB,David E. Dinwiddie,90,36,34,16,1,3
Stone,Red Doors,Auditor of State,,LIB,David E. Dinwiddie,95,20,53,14,3,5
Stone,Ben 01,Auditor of State,,LIB,David E. Dinwiddie,6,4,0,2,0,0
Stone,Ben 02,Auditor of State,,LIB,David E. Dinwiddie,0,0,0,0,0,0
Stone,Northeast,Auditor of State,,LIB,David E. Dinwiddie,34,6,21,5,0,2
Stone,Arbanna,Auditor of State,,REP,Auditor Andrea Lea,163,31,75,51,3,3
Stone,East Out,Auditor of State,,REP,Auditor Andrea Lea,135,29,90,11,0,5
Stone,Ward 1,Auditor of State,,REP,Auditor Andrea Lea,327,90,196,19,5,17
Stone,Ward 2,Auditor of State,,REP,Auditor Andrea Lea,218,71,121,10,2,14
Stone,Ward 3,Auditor of State,,REP,Auditor Andrea Lea,230,43,140,25,3,19
Stone,West Out,Auditor of State,,REP,Auditor Andrea Lea,124,30,73,15,1,5
Stone,Dodd Mountain,Auditor of State,,REP,Auditor Andrea Lea,277,76,130,61,1,9
Stone,Bethany,Auditor of State,,REP,Auditor Andrea Lea,156,56,53,43,1,3
Stone,Angora Mountain,Auditor of State,,REP,Auditor Andrea Lea,29,0,5,24,0,0
Stone,Pleasant Grove,Auditor of State,,REP,Auditor Andrea Lea,254,128,76,46,2,2
Stone,Foothills,Auditor of State,,REP,Auditor Andrea Lea,451,128,236,55,4,28
Stone,Liberty,Auditor of State,,REP,Auditor Andrea Lea,86,23,43,15,0,5
Stone,Northwest,Auditor of State,,REP,Auditor Andrea Lea,169,56,82,22,2,7
Stone,Old Lexington,Auditor of State,,REP,Auditor Andrea Lea,31,27,2,1,1,0
Stone,Fox,Auditor of State,,REP,Auditor Andrea Lea,299,142,105,42,3,7
Stone,Red Doors,Auditor of State,,REP,Auditor Andrea Lea,310,97,138,56,5,14
Stone,Ben 01,Auditor of State,,REP,Auditor Andrea Lea,73,52,5,15,1,0
Stone,Ben 02,Auditor of State,,REP,Auditor Andrea Lea,12,4,4,4,0,0
Stone,Northeast,Auditor of State,,REP,Auditor Andrea Lea,112,34,62,8,0,8
Stone,Arbanna,Commissioner of State Lands,,LIB,T.J. Campbell,6,2,2,2,0,0
Stone,East Out,Commissioner of State Lands,,LIB,T.J. Campbell,1,0,1,0,0,0
Stone,Ward 1,Commissioner of State Lands,,LIB,T.J. Campbell,17,3,12,1,0,1
Stone,Ward 2,Commissioner of State Lands,,LIB,T.J. Campbell,15,6,7,2,0,0
Stone,Ward 3,Commissioner of State Lands,,LIB,T.J. Campbell,19,2,12,2,0,3
Stone,West Out,Commissioner of State Lands,,LIB,T.J. Campbell,2,1,0,0,0,1
Stone,Dodd Mountain,Commissioner of State Lands,,LIB,T.J. Campbell,8,3,3,2,0,0
Stone,Bethany,Commissioner of State Lands,,LIB,T.J. Campbell,5,3,1,1,0,0
Stone,Angora Mountain,Commissioner of State Lands,,LIB,T.J. Campbell,4,0,0,4,0,0
Stone,Pleasant Grove,Commissioner of State Lands,,LIB,T.J. Campbell,8,2,3,2,0,1
Stone,Foothills,Commissioner of State Lands,,LIB,T.J. Campbell,19,4,9,6,0,0
Stone,Liberty,Commissioner of State Lands,,LIB,T.J. Campbell,6,0,3,3,0,0
Stone,Northwest,Commissioner of State Lands,,LIB,T.J. Campbell,6,3,2,1,0,0
Stone,Old Lexington,Commissioner of State Lands,,LIB,T.J. Campbell,1,1,0,0,0,0
Stone,Fox,Commissioner of State Lands,,LIB,T.J. Campbell,17,11,5,1,0,0
Stone,Red Doors,Commissioner of State Lands,,LIB,T.J. Campbell,11,4,5,2,0,0
Stone,Ben 01,Commissioner of State Lands,,LIB,T.J. Campbell,0,0,0,0,0,0
Stone,Ben 02,Commissioner of State Lands,,LIB,T.J. Campbell,0,0,0,0,0,0
Stone,Northeast,Commissioner of State Lands,,LIB,T.J. Campbell,2,0,2,0,0,0
Stone,Arbanna,Commissioner of State Lands,,REP,Tommy Land,152,31,69,47,3,2
Stone,East Out,Commissioner of State Lands,,REP,Tommy Land,129,27,87,10,0,5
Stone,Ward 1,Commissioner of State Lands,,REP,Tommy Land,301,84,180,17,4,16
Stone,Ward 2,Commissioner of State Lands,,REP,Tommy Land,191,68,103,6,0,14
Stone,Ward 3,Commissioner of State Lands,,REP,Tommy Land,191,39,112,20,2,18
Stone,West Out,Commissioner of State Lands,,REP,Tommy Land,112,25,66,14,1,6
Stone,Dodd Mountain,Commissioner of State Lands,,REP,Tommy Land,242,63,116,53,1,9
Stone,Bethany,Commissioner of State Lands,,REP,Tommy Land,149,53,51,42,1,2
Stone,Angora Mountain,Commissioner of State Lands,,REP,Tommy Land,22,0,4,18,0,0
Stone,Pleasant Grove,Commissioner of State Lands,,REP,Tommy Land,236,120,73,40,1,2
Stone,Foothills,Commissioner of State Lands,,REP,Tommy Land,410,118,212,49,3,28
Stone,Liberty,Commissioner of State Lands,,REP,Tommy Land,77,21,38,15,0,3
Stone,Northwest,Commissioner of State Lands,,REP,Tommy Land,153,50,77,17,2,7
Stone,Old Lexington,Commissioner of State Lands,,REP,Tommy Land,28,26,0,1,1,0
Stone,Fox,Commissioner of State Lands,,REP,Tommy Land,271,126,98,39,2,6
Stone,Red Doors,Commissioner of State Lands,,REP,Tommy Land,268,85,114,52,5,12
Stone,Ben 01,Commissioner of State Lands,,REP,Tommy Land,73,54,5,13,1,0
Stone,Ben 02,Commissioner of State Lands,,REP,Tommy Land,12,4,4,4,0,0
Stone,Northeast,Commissioner of State Lands,,REP,Tommy Land,106,27,62,8,0,9
Stone,Arbanna,Commissioner of State Lands,,DEM,Larry Williams,63,9,35,12,3,4
Stone,East Out,Commissioner of State Lands,,DEM,Larry Williams,25,6,15,3,1,0
Stone,Ward 1,Commissioner of State Lands,,DEM,Larry Williams,86,19,53,4,2,8
Stone,Ward 2,Commissioner of State Lands,,DEM,Larry Williams,79,14,53,3,6,3
Stone,Ward 3,Commissioner of State Lands,,DEM,Larry Williams,90,11,65,9,1,4
Stone,West Out,Commissioner of State Lands,,DEM,Larry Williams,37,8,25,4,0,0
Stone,Dodd Mountain,Commissioner of State Lands,,DEM,Larry Williams,94,21,44,20,1,8
Stone,Bethany,Commissioner of State Lands,,DEM,Larry Williams,41,7,17,12,2,3
Stone,Angora Mountain,Commissioner of State Lands,,DEM,Larry Williams,14,0,2,12,0,0
Stone,Pleasant Grove,Commissioner of State Lands,,DEM,Larry Williams,71,27,21,21,2,0
Stone,Foothills,Commissioner of State Lands,,DEM,Larry Williams,122,25,69,18,4,6
Stone,Liberty,Commissioner of State Lands,,DEM,Larry Williams,15,3,7,1,1,3
Stone,Northwest,Commissioner of State Lands,,DEM,Larry Williams,47,15,17,15,0,0
Stone,Old Lexington,Commissioner of State Lands,,DEM,Larry Williams,8,6,2,0,0,0
Stone,Fox,Commissioner of State Lands,,DEM,Larry Williams,121,50,47,18,2,4
Stone,Red Doors,Commissioner of State Lands,,DEM,Larry Williams,136,31,79,17,3,6
Stone,Ben 01,Commissioner of State Lands,,DEM,Larry Williams,7,2,0,5,0,0
Stone,Ben 02,Commissioner of State Lands,,DEM,Larry Williams,0,0,0,0,0,0
Stone,Northeast,Commissioner of State Lands,,DEM,Larry Williams,39,13,20,5,0,1
Stone,Arbanna,Stone County Sheriff,,REP,Johnny Rose,106,26,46,32,0,2
Stone,East Out,Stone County Sheriff,,REP,Johnny Rose,78,15,56,7,0,0
Stone,Ward 1,Stone County Sheriff,,REP,Johnny Rose,147,41,84,9,1,12
Stone,Ward 2,Stone County Sheriff,,REP,Johnny Rose,103,30,59,4,0,10
Stone,Ward 3,Stone County Sheriff,,REP,Johnny Rose,120,21,72,17,0,10
Stone,West Out,Stone County Sheriff,,REP,Johnny Rose,48,11,32,5,0,0
Stone,Dodd Mountain,Stone County Sheriff,,REP,Johnny Rose,131,34,52,37,1,7
Stone,Bethany,Stone County Sheriff,,REP,Johnny Rose,72,21,28,20,1,2
Stone,Angora Mountain,Stone County Sheriff,,REP,Johnny Rose,17,0,0,17,0,0
Stone,Pleasant Grove,Stone County Sheriff,,REP,Johnny Rose,144,66,45,29,1,3
Stone,Foothills,Stone County Sheriff,,REP,Johnny Rose,199,62,97,23,1,16
Stone,Liberty,Stone County Sheriff,,REP,Johnny Rose,37,5,21,8,0,3
Stone,Northwest,Stone County Sheriff,,REP,Johnny Rose,88,22,42,20,0,4
Stone,Old Lexington,Stone County Sheriff,,REP,Johnny Rose,17,16,0,1,0,0
Stone,Fox,Stone County Sheriff,,REP,Johnny Rose,128,58,49,17,0,4
Stone,Red Doors,Stone County Sheriff,,REP,Johnny Rose,123,32,65,18,2,6
Stone,Ben 01,Stone County Sheriff,,REP,Johnny Rose,48,29,4,14,1,0
Stone,Ben 02,Stone County Sheriff,,REP,Johnny Rose,8,2,3,3,0,0
Stone,Northeast,Stone County Sheriff,,REP,Johnny Rose,67,16,39,7,0,5
Stone,Arbanna,Stone County Sheriff,,DEM,Lance Bonds,112,16,57,29,6,4
Stone,East Out,Stone County Sheriff,,DEM,Lance Bonds,79,18,49,6,1,5
Stone,Ward 1,Stone County Sheriff,,DEM,Lance Bonds,259,64,162,13,5,15
Stone,Ward 2,Stone County Sheriff,,DEM,Lance Bonds,193,62,110,8,6,7
Stone,Ward 3,Stone County Sheriff,,DEM,Lance Bonds,185,32,120,15,3,15
Stone,West Out,Stone County Sheriff,,DEM,Lance Bonds,103,22,59,13,1,8
Stone,Dodd Mountain,Stone County Sheriff,,DEM,Lance Bonds,219,57,114,37,1,10
Stone,Bethany,Stone County Sheriff,,DEM,Lance Bonds,132,41,43,43,2,3
Stone,Angora Mountain,Stone County Sheriff,,DEM,Lance Bonds,22,0,5,17,0,0
Stone,Pleasant Grove,Stone County Sheriff,,DEM,Lance Bonds,175,85,53,35,2,0
Stone,Foothills,Stone County Sheriff,,DEM,Lance Bonds,356,85,193,54,6,18
Stone,Liberty,Stone County Sheriff,,DEM,Lance Bonds,61,19,27,11,1,3
Stone,Northwest,Stone County Sheriff,,DEM,Lance Bonds,120,47,54,13,2,4
Stone,Old Lexington,Stone County Sheriff,,DEM,Lance Bonds,20,17,2,0,1,0
Stone,Fox,Stone County Sheriff,,DEM,Lance Bonds,282,131,99,43,3,6
Stone,Red Doors,Stone County Sheriff,,DEM,Lance Bonds,299,93,133,55,6,12
Stone,Ben 01,Stone County Sheriff,,DEM,Lance Bonds,34,28,1,5,0,0
Stone,Ben 02,Stone County Sheriff,,DEM,Lance Bonds,4,2,1,1,0,0
Stone,Northeast,Stone County Sheriff,,DEM,Lance Bonds,81,24,46,6,0,5
Stone,Arbanna,Stone County Coroner,,REP,Joseph A. Blake,129,27,58,41,1,2
Stone,East Out,Stone County Coroner,,REP,Joseph A. Blake,103,17,74,8,1,3
Stone,Ward 1,Stone County Coroner,,REP,Joseph A. Blake,200,52,121,11,3,13
Stone,Ward 2,Stone County Coroner,,REP,Joseph A. Blake,128,38,76,4,0,10
Stone,Ward 3,Stone County Coroner,,REP,Joseph A. Blake,168,31,97,22,2,16
Stone,West Out,Stone County Coroner,,REP,Joseph A. Blake,84,21,49,9,1,4
Stone,Dodd Mountain,Stone County Coroner,,REP,Joseph A. Blake,191,53,85,43,1,9
Stone,Bethany,Stone County Coroner,,REP,Joseph A. Blake,122,41,47,32,0,2
Stone,Angora Mountain,Stone County Coroner,,REP,Joseph A. Blake,21,0,3,18,0,0
Stone,Pleasant Grove,Stone County Coroner,,REP,Joseph A. Blake,207,104,62,38,0,3
Stone,Foothills,Stone County Coroner,,REP,Joseph A. Blake,321,88,171,39,2,21
Stone,Liberty,Stone County Coroner,,REP,Joseph A. Blake,61,11,31,16,0,3
Stone,Northwest,Stone County Coroner,,REP,Joseph A. Blake,121,39,57,19,0,6
Stone,Old Lexington,Stone County Coroner,,REP,Joseph A. Blake,22,20,1,1,0,0
Stone,Fox,Stone County Coroner,,REP,Joseph A. Blake,207,99,70,31,2,5
Stone,Red Doors,Stone County Coroner,,REP,Joseph A. Blake,187,60,82,32,3,10
Stone,Ben 01,Stone County Coroner,,REP,Joseph A. Blake,55,41,2,11,1,0
Stone,Ben 02,Stone County Coroner,,REP,Joseph A. Blake,8,3,3,2,0,0
Stone,Northeast,Stone County Coroner,,REP,Joseph A. Blake,83,21,50,6,0,6
Stone,Arbanna,Stone County Coroner,,DEM,Allen Phroper,91,15,47,20,5,4
Stone,East Out,Stone County Coroner,,DEM,Allen Phroper,51,16,30,3,0,2
Stone,Ward 1,Stone County Coroner,,DEM,Allen Phroper,206,53,125,11,3,14
Stone,Ward 2,Stone County Coroner,,DEM,Allen Phroper,160,51,89,8,6,6
Stone,Ward 3,Stone County Coroner,,DEM,Allen Phroper,136,22,92,11,1,10
Stone,West Out,Stone County Coroner,,DEM,Allen Phroper,68,13,42,9,0,4
Stone,Dodd Mountain,Stone County Coroner,,DEM,Allen Phroper,162,37,82,34,1,8
Stone,Bethany,Stone County Coroner,,DEM,Allen Phroper,79,22,24,28,2,3
Stone,Angora Mountain,Stone County Coroner,,DEM,Allen Phroper,18,0,2,16,0,0
Stone,Pleasant Grove,Stone County Coroner,,DEM,Allen Phroper,108,47,32,26,3,0
Stone,Foothills,Stone County Coroner,,DEM,Allen Phroper,233,61,119,35,5,13
Stone,Liberty,Stone County Coroner,,DEM,Allen Phroper,37,13,17,3,1,3
Stone,Northwest,Stone County Coroner,,DEM,Allen Phroper,86,30,39,13,2,2
Stone,Old Lexington,Stone County Coroner,,DEM,Allen Phroper,14,12,1,0,1,0
Stone,Fox,Stone County Coroner,,DEM,Allen Phroper,202,85,81,29,2,5
Stone,Red Doors,Stone County Coroner,,DEM,Allen Phroper,231,62,115,41,5,8
Stone,Ben 01,Stone County Coroner,,DEM,Allen Phroper,27,16,3,8,0,0
Stone,Ben 02,Stone County Coroner,,DEM,Allen Phroper,4,1,1,2,0,0
Stone,Northeast,Stone County Coroner,,DEM,Allen Phroper,65,19,35,7,0,4
Stone,Arbanna,Circuit Clerk,,DEM,Angie Hudspeth Wade,161,34,80,37,6,4
Stone,East Out,Circuit Clerk,,DEM,Angie Hudspeth Wade,113,27,75,7,1,3
Stone,Ward 1,Circuit Clerk,,DEM,Angie Hudspeth Wade,321,93,194,10,6,18
Stone,Ward 2,Circuit Clerk,,DEM,Angie Hudspeth Wade,238,77,140,8,6,7
Stone,Ward 3,Circuit Clerk,,DEM,Angie Hudspeth Wade,232,43,155,18,3,13
Stone,West Out,Circuit Clerk,,DEM,Angie Hudspeth Wade,123,28,77,13,0,5
Stone,Dodd Mountain,Circuit Clerk,,DEM,Angie Hudspeth Wade,287,81,137,54,1,14
Stone,Bethany,Circuit Clerk,,DEM,Angie Hudspeth Wade,165,57,56,44,3,5
Stone,Angora Mountain,Circuit Clerk,,DEM,Angie Hudspeth Wade,26,0,4,22,0,0
Stone,Pleasant Grove,Circuit Clerk,,DEM,Angie Hudspeth Wade,248,124,71,49,3,1
Stone,Foothills,Circuit Clerk,,DEM,Angie Hudspeth Wade,416,115,227,48,6,20
Stone,Liberty,Circuit Clerk,,DEM,Angie Hudspeth Wade,81,22,40,14,1,4
Stone,Northwest,Circuit Clerk,,DEM,Angie Hudspeth Wade,167,61,78,22,1,5
Stone,Old Lexington,Circuit Clerk,,DEM,Angie Hudspeth Wade,28,25,2,0,1,0
Stone,Fox,Circuit Clerk,,DEM,Angie Hudspeth Wade,311,138,125,37,4,7
Stone,Red Doors,Circuit Clerk,,DEM,Angie Hudspeth Wade,364,110,175,59,7,13
Stone,Ben 01,Circuit Clerk,,DEM,Angie Hudspeth Wade,65,50,5,9,1,0
Stone,Ben 02,Circuit Clerk,,DEM,Angie Hudspeth Wade,8,4,3,1,0,0
Stone,Northeast,Circuit Clerk,,DEM,Angie Hudspeth Wade,115,36,64,12,0,3
Stone,Arbanna,Justice of Peace Dist. 5,,REP,Ronald Clark,130,25,60,40,2,3
Stone,Dodd Mountain,Justice of Peace Dist. 5,,REP,Ronald Clark,178,42,83,46,0,7
Stone,Arbanna,Justice of Peace Dist. 5,,IND,Brian J. McClung,87,17,43,20,4,3
Stone,Dodd Mountain,Justice of Peace Dist. 5,,IND,Brian J. McClung,165,45,80,31,1,8
Stone,East Out,JP District 7,,DEM,Tim Turner,60,18,36,4,1,1
Stone,Ward 1,JP District 7,,DEM,Tim Turner,143,41,83,5,2,12
Stone,East Out,JP District 7,,REP,William (Bill) Giberson,96,15,67,10,0,4
Stone,Ward 1,JP District 7,,REP,William (Bill) Giberson,257,63,161,15,4,14
Stone,Liberty,Const. Dist 2,,REP,"Brian Lee Thomas, Jr.",65,13,33,16,0,3
Stone,Red Doors,Const. Dist 2,,REP,"Brian Lee Thomas, Jr.",172,49,85,28,2,8
Stone,Liberty,Const. Dist 2,,DEM,Rusty Clark,32,11,14,3,1,3
Stone,Red Doors,Const. Dist 2,,DEM,Rusty Clark,240,77,109,39,6,9
Stone,Bethany,Constable Dist 3,,IND,Richard W. Sturch IV,21,7,5,8,1,0
Stone,Angora Mountain,Constable Dist 3,,IND,Richard W. Sturch IV,8,0,2,6,0,0
Stone,Northwest,Constable Dist 3,,IND,Richard W. Sturch IV,17,5,9,3,0,0
Stone,Bethany,Constable Dist 3,,DEM,Chuck Melton,47,11,19,15,0,2
Stone,Angora Mountain,Constable Dist 3,,DEM,Chuck Melton,17,0,3,14,0,0
Stone,Northwest,Constable Dist 3,,DEM,Chuck Melton,73,29,27,16,0,1
Stone,Bethany,Constable Dist 3,,REP,Tom Falci,126,41,46,34,2,3
Stone,Angora Mountain,Constable Dist 3,,REP,Tom Falci,16,0,1,15,0,0
Stone,Northwest,Constable Dist 3,,REP,Tom Falci,115,34,59,13,2,7
Stone,Ward 1,City of Mtn View Clerk,,IND,Mardena Talburt,116,36,63,4,3,10
Stone,Ward 2,City of Mtn View Clerk,,IND,Mardena Talburt,86,29,54,0,1,2
Stone,Ward 3,City of Mtn View Clerk,,IND,Mardena Talburt,108,22,67,12,1,6
Stone,Ward 1,City of Mtn View Clerk,,IND,Peggy Lancaster,269,62,172,16,3,16
Stone,Ward 2,City of Mtn View Clerk,,IND,Peggy Lancaster,179,57,97,11,5,9
Stone,Ward 3,City of Mtn View Clerk,,IND,Peggy Lancaster,174,29,110,17,2,16
Stone,Ward 1,City of Mtn View, Ward 1 Pos 1,IND,J. K. Williams,272,75,158,14,5,20
Stone,Ward 1,City of Mtn View, Ward 1 Pos 1,IND,Casey McClanahan,109,28,68,5,1,7
Stone,Arbanna,State Supreme Court Associate Justice Position 3,,NON,David Sterling,103,20,43,37,2,1
Stone,East Out,State Supreme Court Associate Justice Position 3,,NON,David Sterling,88,14,61,7,1,5
Stone,Ward 1,State Supreme Court Associate Justice Position 3,,NON,David Sterling,217,49,139,11,2,16
Stone,Ward 2,State Supreme Court Associate Justice Position 3,,NON,David Sterling,130,37,74,5,4,10
Stone,Ward 3,State Supreme Court Associate Justice Position 3,,NON,David Sterling,149,27,91,19,0,12
Stone,West Out,State Supreme Court Associate Justice Position 3,,NON,David Sterling,61,17,39,4,0,1
Stone,Dodd Mountain,State Supreme Court Associate Justice Position 3,,NON,David Sterling,167,41,77,41,0,8
Stone,Bethany,State Supreme Court Associate Justice Position 3,,NON,David Sterling,102,35,29,32,3,3
Stone,Angora Mountain,State Supreme Court Associate Justice Position 3,,NON,David Sterling,16,0,4,12,0,0
Stone,Pleasant Grove,State Supreme Court Associate Justice Position 3,,NON,David Sterling,163,85,42,32,1,3
Stone,Foothills,State Supreme Court Associate Justice Position 3,,NON,David Sterling,264,70,134,43,1,16
Stone,Liberty,State Supreme Court Associate Justice Position 3,,NON,David Sterling,48,11,24,10,0,3
Stone,Northwest,State Supreme Court Associate Justice Position 3,,NON,David Sterling,103,36,46,17,0,4
Stone,Old Lexington,State Supreme Court Associate Justice Position 3,,NON,David Sterling,10,10,0,0,0,0
Stone,Fox,State Supreme Court Associate Justice Position 3,,NON,David Sterling,227,104,81,35,1,6
Stone,Red Doors,State Supreme Court Associate Justice Position 3,,NON,David Sterling,204,62,90,39,5,8
Stone,Ben 01,State Supreme Court Associate Justice Position 3,,NON,David Sterling,39,28,1,10,0,0
Stone,Ben 02,State Supreme Court Associate Justice Position 3,,NON,David Sterling,9,3,3,3,0,0
Stone,Northeast,State Supreme Court Associate Justice Position 3,,NON,David Sterling,71,19,39,5,0,8
Stone,Arbanna,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,98,19,47,24,4,4
Stone,East Out,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,53,16,32,5,0,0
Stone,Ward 1,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,158,48,89,7,4,10
Stone,Ward 2,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,134,48,76,5,2,3
Stone,Ward 3,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,113,23,73,9,3,5
Stone,West Out,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,76,14,46,9,1,6
Stone,Dodd Mountain,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,152,39,72,32,2,7
Stone,Bethany,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,80,25,33,20,0,2
Stone,Angora Mountain,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,18,0,2,16,0,0
Stone,Pleasant Grove,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,130,55,48,25,2,0
Stone,Foothills,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,239,64,128,25,6,16
Stone,Liberty,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,41,10,20,7,1,3
Stone,Northwest,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,82,26,42,10,2,2
Stone,Old Lexington,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,25,21,2,1,1,0
Stone,Fox,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,142,62,57,19,1,3
Stone,Red Doors,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,174,47,88,28,3,8
Stone,Ben 01,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,37,25,4,7,1,0
Stone,Ben 02,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,3,1,1,1,0,0
Stone,Northeast,State Supreme Court Associate Justice Position 3,,NON,State Supreme Court Justice Courtney Goodson,64,20,35,8,0,1
Stone,Arbanna,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,175,36,79,51,5,4
Stone,East Out,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,130,28,85,13,0,4
Stone,Ward 1,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,317,84,190,19,4,20
Stone,Ward 2,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,229,81,123,8,4,13
Stone,Ward 3,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,228,47,143,21,2,15
Stone,West Out,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,123,29,74,14,1,5
Stone,Dodd Mountain,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,265,72,125,59,0,9
Stone,Bethany,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,156,50,55,47,1,3
Stone,Angora Mountain,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,28,0,3,25,0,0
Stone,Pleasant Grove,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,246,123,78,40,2,3
Stone,Foothills,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,450,122,238,60,4,26
Stone,Liberty,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,80,20,40,16,0,4
Stone,Northwest,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,170,59,82,21,2,6
Stone,Old Lexington,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,31,27,2,1,1,0
Stone,Fox,Issue No. 2: A Constitutional Amendment Adding as a Qualification to Vote that a Voter Present Certain Valid Photographic Identification When Casting a Ballot In Person or Casting and Absentee Ballot,,NON,FOR,312,140,117,46,2,7
