county,precinct,office,district,party,candidate,votes,election_day,absentee,early_vote_horseshoe_bend,provisional,early_vote_ozarka
Izard,HORSESHOE BEND - WARD 1,Lieutenant Governor,,DEM,Anthony Bland,27,11,0,9,0,7
Izard,HORSESHOE BEND - WARD 2,Lieutenant Governor,,DEM,Anthony Bland,52,30,6,10,0,6
Izard,HORSESHOE BEND - WARD 3,Lieutenant Governor,,DEM,Anthony Bland,51,22,1,17,0,11
Izard,HORSESHOE BEND - WARD 4,Lieutenant Governor,,DEM,Anthony Bland,53,18,5,15,0,15
Izard,KNOB CREEK,Lieutenant Governor,,DEM,Anthony Bland,4,2,0,0,0,2
Izard,LACROSSE,Lieutenant Governor,,DEM,Anthony Bland,13,3,0,0,0,10
Izard,LAFFERTY,Lieutenant Governor,,DEM,Anthony Bland,0,0,0,0,0,0
Izard,LARKIN,Lieutenant Governor,,DEM,Anthony Bland,6,2,0,0,0,4
Izard,MELBOURNE RURAL,Lieutenant Governor,,DEM,Anthony Bland,27,6,2,0,0,19
Izard,MELBOURNE - WARD 1,Lieutenant Governor,,DEM,Anthony Bland,48,12,1,0,0,35
Izard,MELBOURNE - WARD 2,Lieutenant Governor,,DEM,Anthony Bland,26,6,0,0,0,20
Izard,MELBOURNE - WARD 3,Lieutenant Governor,,DEM,Anthony Bland,22,7,2,0,0,13
Izard,MELBOURNE - WARD 4,Lieutenant Governor,,DEM,Anthony Bland,41,8,0,0,0,33
Izard,MOUNT PLEASANT CITY,Lieutenant Governor,,DEM,Anthony Bland,26,14,0,0,0,12
Izard,MOUNT PLEASANT RURAL,Lieutenant Governor,,DEM,Anthony Bland,16,9,0,0,0,7
Izard,MYRON,Lieutenant Governor,,DEM,Anthony Bland,14,10,0,1,0,3
Izard,NEWBURG,Lieutenant Governor,,DEM,Anthony Bland,14,6,0,0,0,8
Izard,OXFORD CITY,Lieutenant Governor,,DEM,Anthony Bland,46,34,2,0,0,10
Izard,OXFORD CITY IN BROCKWELL,Lieutenant Governor,,DEM,Anthony Bland,0,0,0,0,0,0
Izard,OXFORD RURAL,Lieutenant Governor,,DEM,Anthony Bland,8,3,0,0,0,5
Izard,PINEVILLE CITY,Lieutenant Governor,,DEM,Anthony Bland,19,18,0,0,0,1
Izard,PINEVILLE RURAL,Lieutenant Governor,,DEM,Anthony Bland,24,21,1,0,0,2
Izard,SAGE,Lieutenant Governor,,DEM,Anthony Bland,32,8,0,0,0,24
Izard,SAGE IN MELBOURNE WARD 4,Lieutenant Governor,,DEM,Anthony Bland,2,1,0,0,0,1
Izard,STRAWBERRY,Lieutenant Governor,,DEM,Anthony Bland,16,7,1,0,0,8
Izard,SYLAMORE,Lieutenant Governor,,DEM,Anthony Bland,15,4,2,0,0,9
Izard,TWIN CREEK,Lieutenant Governor,,DEM,Anthony Bland,16,11,1,0,0,4
Izard,VIOLET HILL,Lieutenant Governor,,DEM,Anthony Bland,20,10,0,0,0,10
Izard,WIDEMAN,Lieutenant Governor,,DEM,Anthony Bland,4,4,0,0,0,0
Izard,WISEMAN,Lieutenant Governor,,DEM,Anthony Bland,7,6,0,1,0,0
Izard,ZION,Lieutenant Governor,,DEM,Anthony Bland,18,10,0,0,0,8
Izard,BIG SPRING,Lieutenant Governor,,LIB,Frank Gilbert,2,1,0,0,0,1
Izard,BOSWELL,Lieutenant Governor,,LIB,Frank Gilbert,5,3,0,0,0,2
Izard,BROCKWELL,Lieutenant Governor,,LIB,Frank Gilbert,8,7,0,0,0,1
Izard,CALICO ROCK RURAL,Lieutenant Governor,,LIB,Frank Gilbert,3,2,1,0,0,0
Izard,CALICO ROCK - WARD 1,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Izard,CALICO ROCK - WARD 2,Lieutenant Governor,,LIB,Frank Gilbert,6,5,0,0,0,1
Izard,CALICO ROCK - WARD 3,Lieutenant Governor,,LIB,Frank Gilbert,3,3,0,0,0,0
Izard,CALICO ROCK - WARD 4,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,0,0,1
Izard,CLAIBORNE,Lieutenant Governor,,LIB,Frank Gilbert,4,2,0,0,0,2
Izard,DOLPH,Lieutenant Governor,,LIB,Frank Gilbert,5,5,0,0,0,0
Izard,FRANKLIN CITY,Lieutenant Governor,,LIB,Frank Gilbert,2,1,0,0,0,1
Izard,FRANKLIN RURAL,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Izard,GID,Lieutenant Governor,,LIB,Frank Gilbert,2,2,0,0,0,0
Izard,GUION CITY,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Izard,GUION RURAL,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0,0
Izard,HORSESHOE BEND RURAL,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0,0
Izard,HORSESHOE BEND - WARD 1,Lieutenant Governor,,LIB,Frank Gilbert,7,3,0,4,0,0
Izard,HORSESHOE BEND - WARD 2,Lieutenant Governor,,LIB,Frank Gilbert,5,1,0,3,0,1
Izard,HORSESHOE BEND - WARD 3,Lieutenant Governor,,LIB,Frank Gilbert,4,2,0,2,0,0
Izard,HORSESHOE BEND - WARD 4,Lieutenant Governor,,LIB,Frank Gilbert,3,1,0,1,0,1
Izard,KNOB CREEK,Lieutenant Governor,,LIB,Frank Gilbert,2,2,0,0,0,0
Izard,LACROSSE,Lieutenant Governor,,LIB,Frank Gilbert,2,1,0,0,0,1
Izard,LAFFERTY,Lieutenant Governor,,LIB,Frank Gilbert,2,2,0,0,0,0
Izard,LARKIN,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Izard,MELBOURNE RURAL,Lieutenant Governor,,LIB,Frank Gilbert,4,2,0,0,0,2
Izard,MELBOURNE - WARD 1,Lieutenant Governor,,LIB,Frank Gilbert,6,3,0,0,0,3
Izard,MELBOURNE - WARD 2,Lieutenant Governor,,LIB,Frank Gilbert,1,0,0,0,0,1
Izard,MELBOURNE - WARD 3,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0,0
Izard,MELBOURNE - WARD 4,Lieutenant Governor,,LIB,Frank Gilbert,5,2,0,0,0,3
Izard,MOUNT PLEASANT CITY,Lieutenant Governor,,LIB,Frank Gilbert,2,0,0,0,0,2
Izard,MOUNT PLEASANT RURAL,Lieutenant Governor,,LIB,Frank Gilbert,4,4,0,0,0,0
Izard,MYRON,Lieutenant Governor,,LIB,Frank Gilbert,2,2,0,0,0,0
Izard,NEWBURG,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0,0
Izard,OXFORD CITY,Lieutenant Governor,,LIB,Frank Gilbert,6,4,2,0,0,0
Izard,OXFORD CITY IN BROCKWELL,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Izard,OXFORD RURAL,Lieutenant Governor,,LIB,Frank Gilbert,3,3,0,0,0,0
Izard,PINEVILLE CITY,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0,0
Izard,PINEVILLE RURAL,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0,0
Izard,SAGE,Lieutenant Governor,,LIB,Frank Gilbert,2,1,0,0,0,1
Izard,SAGE IN MELBOURNE WARD 4,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Izard,STRAWBERRY,Lieutenant Governor,,LIB,Frank Gilbert,0,0,0,0,0,0
Izard,SYLAMORE,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0,0
Izard,TWIN CREEK,Lieutenant Governor,,LIB,Frank Gilbert,2,1,0,0,0,1
Izard,VIOLET HILL,Lieutenant Governor,,LIB,Frank Gilbert,4,2,0,0,0,2
Izard,WIDEMAN,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0,0
Izard,WISEMAN,Lieutenant Governor,,LIB,Frank Gilbert,1,1,0,0,0,0
Izard,ZION,Lieutenant Governor,,LIB,Frank Gilbert,6,4,0,0,0,2
Izard,BIG SPRING,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,59,33,0,0,0,26
Izard,BOSWELL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,53,26,1,0,0,26
Izard,BROCKWELL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,94,55,0,0,0,39
Izard,CALICO ROCK RURAL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,104,71,9,0,0,24
Izard,CALICO ROCK - WARD 1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,37,28,1,0,0,8
Izard,CALICO ROCK - WARD 2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,101,78,5,0,0,18
Izard,CALICO ROCK - WARD 3,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,83,56,0,0,1,26
Izard,CALICO ROCK - WARD 4,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,64,51,2,0,0,11
Izard,CLAIBORNE,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,31,24,2,0,0,5
Izard,DOLPH,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,54,52,0,0,0,2
Izard,FRANKLIN CITY,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,65,58,0,0,0,7
Izard,FRANKLIN RURAL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,40,29,0,2,0,9
Izard,GID,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,82,49,2,0,0,31
Izard,GUION CITY,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,26,13,2,0,0,11
Izard,GUION RURAL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,6,3,0,0,0,3
Izard,HORSESHOE BEND RURAL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,9,9,0,0,0,0
Izard,HORSESHOE BEND - WARD 1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,50,29,0,16,0,5
Izard,HORSESHOE BEND - WARD 2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,187,91,7,66,0,23
Izard,HORSESHOE BEND - WARD 3,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,117,56,3,44,0,14
Izard,HORSESHOE BEND - WARD 4,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,215,81,3,95,0,36
Izard,KNOB CREEK,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,19,7,0,0,0,12
Izard,LACROSSE,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,47,16,0,0,0,31
Izard,LAFFERTY,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,12,6,1,0,0,5
Izard,LARKIN,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,27,11,0,0,0,16
Izard,MELBOURNE RURAL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,131,53,11,0,0,67
Izard,MELBOURNE - WARD 1,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,118,32,1,0,2,83
Izard,MELBOURNE - WARD 2,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,110,25,5,0,0,80
Izard,MELBOURNE - WARD 3,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,72,17,3,0,0,52
Izard,MELBOURNE - WARD 4,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,174,54,3,0,0,117
Izard,MOUNT PLEASANT CITY,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,136,78,0,0,0,58
Izard,MOUNT PLEASANT RURAL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,125,83,0,0,1,41
Izard,MYRON,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,29,23,0,0,0,6
Izard,NEWBURG,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,55,22,0,0,0,33
Izard,OXFORD CITY,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,168,110,5,0,0,53
Izard,OXFORD CITY IN BROCKWELL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,4,1,0,0,0,3
Izard,OXFORD RURAL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,39,27,0,0,0,12
Izard,PINEVILLE CITY,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,51,46,0,0,0,5
Izard,PINEVILLE RURAL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,81,71,2,0,0,8
Izard,SAGE,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,119,33,3,0,0,83
Izard,SAGE IN MELBOURNE WARD 4,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,4,0,0,0,0,4
Izard,STRAWBERRY,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,38,26,1,0,0,11
Izard,SYLAMORE,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,81,36,3,0,0,42
Izard,TWIN CREEK,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,32,17,0,0,1,14
Izard,VIOLET HILL,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,108,46,4,0,0,58
Izard,WIDEMAN,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,29,11,2,0,0,16
Izard,WISEMAN,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,31,25,0,0,0,6
Izard,ZION,Lieutenant Governor,,REP,Lt. Governor Tim Griffin,123,82,1,0,2,38
Izard,BIG SPRING,Attorney General,,DEM,Mike Lee,19,3,0,0,0,16
Izard,BOSWELL,Attorney General,,DEM,Mike Lee,12,7,0,0,0,5
Izard,BROCKWELL,Attorney General,,DEM,Mike Lee,26,11,2,0,0,13
Izard,CALICO ROCK RURAL,Attorney General,,DEM,Mike Lee,22,8,0,0,0,14
Izard,CALICO ROCK - WARD 1,Attorney General,,DEM,Mike Lee,13,9,0,0,0,4
Izard,CALICO ROCK - WARD 2,Attorney General,,DEM,Mike Lee,22,15,2,0,0,5
Izard,CALICO ROCK - WARD 3,Attorney General,,DEM,Mike Lee,19,19,0,0,0,0
Izard,CALICO ROCK - WARD 4,Attorney General,,DEM,Mike Lee,24,20,0,0,0,4
Izard,CLAIBORNE,Attorney General,,DEM,Mike Lee,10,7,0,0,0,3
Izard,DOLPH,Attorney General,,DEM,Mike Lee,17,16,0,0,0,1
Izard,FRANKLIN CITY,Attorney General,,DEM,Mike Lee,14,9,0,0,0,5
Izard,FRANKLIN RURAL,Attorney General,,DEM,Mike Lee,23,18,2,0,0,3
Izard,GID,Attorney General,,DEM,Mike Lee,10,5,0,0,0,5
Izard,GUION CITY,Attorney General,,DEM,Mike Lee,2,1,0,0,0,1
Izard,GUION RURAL,Attorney General,,DEM,Mike Lee,4,4,0,0,0,0
Izard,HORSESHOE BEND RURAL,Attorney General,,DEM,Mike Lee,2,0,0,0,0,2
Izard,HORSESHOE BEND - WARD 1,Attorney General,,DEM,Mike Lee,30,14,0,9,0,7
Izard,HORSESHOE BEND - WARD 2,Attorney General,,DEM,Mike Lee,58,28,7,14,0,9
Izard,HORSESHOE BEND - WARD 3,Attorney General,,DEM,Mike Lee,49,22,1,17,0,9
Izard,HORSESHOE BEND - WARD 4,Attorney General,,DEM,Mike Lee,59,23,5,15,0,16
Izard,KNOB CREEK,Attorney General,,DEM,Mike Lee,5,3,0,0,0,2
Izard,LACROSSE,Attorney General,,DEM,Mike Lee,15,6,0,0,0,9
Izard,LAFFERTY,Attorney General,,DEM,Mike Lee,0,0,0,0,0,0
Izard,LARKIN,Attorney General,,DEM,Mike Lee,8,2,0,0,0,6
Izard,MELBOURNE RURAL,Attorney General,,DEM,Mike Lee,32,9,2,0,0,21
Izard,MELBOURNE - WARD 1,Attorney General,,DEM,Mike Lee,51,14,1,0,0,36
Izard,MELBOURNE - WARD 2,Attorney General,,DEM,Mike Lee,28,4,1,0,0,23
Izard,MELBOURNE - WARD 3,Attorney General,,DEM,Mike Lee,22,8,1,0,0,13
Izard,MELBOURNE - WARD 4,Attorney General,,DEM,Mike Lee,51,12,0,0,0,39
Izard,MOUNT PLEASANT CITY,Attorney General,,DEM,Mike Lee,23,12,0,0,0,11
Izard,MOUNT PLEASANT RURAL,Attorney General,,DEM,Mike Lee,18,10,0,0,0,8
Izard,MYRON,Attorney General,,DEM,Mike Lee,15,12,0,0,0,3
Izard,NEWBURG,Attorney General,,DEM,Mike Lee,19,9,0,0,0,10
Izard,OXFORD CITY,Attorney General,,DEM,Mike Lee,44,30,3,0,0,11
Izard,OXFORD CITY IN BROCKWELL,Attorney General,,DEM,Mike Lee,2,0,0,0,0,2
Izard,OXFORD RURAL,Attorney General,,DEM,Mike Lee,8,4,0,0,0,4
Izard,PINEVILLE CITY,Attorney General,,DEM,Mike Lee,17,17,0,0,0,0
Izard,PINEVILLE RURAL,Attorney General,,DEM,Mike Lee,25,23,1,0,0,1
Izard,SAGE,Attorney General,,DEM,Mike Lee,35,8,1,0,0,26
Izard,SAGE IN MELBOURNE WARD 4,Attorney General,,DEM,Mike Lee,4,1,0,0,0,3
Izard,STRAWBERRY,Attorney General,,DEM,Mike Lee,17,8,1,0,0,8
Izard,SYLAMORE,Attorney General,,DEM,Mike Lee,16,6,2,0,0,8
Izard,TWIN CREEK,Attorney General,,DEM,Mike Lee,17,12,1,0,0,4
Izard,VIOLET HILL,Attorney General,,DEM,Mike Lee,20,9,0,0,0,11
Izard,WIDEMAN,Attorney General,,DEM,Mike Lee,5,4,0,0,0,1
Izard,WISEMAN,Attorney General,,DEM,Mike Lee,7,6,0,1,0,0
Izard,ZION,Attorney General,,DEM,Mike Lee,18,10,0,0,0,8
Izard,BIG SPRING,Attorney General,,LIB,Kerry Hicks,1,0,0,0,0,1
Izard,BOSWELL,Attorney General,,LIB,Kerry Hicks,4,4,0,0,0,0
Izard,BROCKWELL,Attorney General,,LIB,Kerry Hicks,6,5,0,0,0,1
Izard,CALICO ROCK RURAL,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Izard,CALICO ROCK - WARD 1,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Izard,CALICO ROCK - WARD 2,Attorney General,,LIB,Kerry Hicks,9,7,0,0,0,2
Izard,CALICO ROCK - WARD 3,Attorney General,,LIB,Kerry Hicks,5,3,0,0,0,2
Izard,CALICO ROCK - WARD 4,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Izard,CLAIBORNE,Attorney General,,LIB,Kerry Hicks,3,2,0,0,0,1
Izard,DOLPH,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Izard,FRANKLIN CITY,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Izard,FRANKLIN RURAL,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Izard,GID,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Izard,GUION CITY,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Izard,GUION RURAL,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Izard,HORSESHOE BEND RURAL,Attorney General,,LIB,Kerry Hicks,1,0,0,0,0,1
Izard,HORSESHOE BEND - WARD 1,Attorney General,,LIB,Kerry Hicks,1,0,0,1,0,0
Izard,HORSESHOE BEND - WARD 2,Attorney General,,LIB,Kerry Hicks,5,2,0,3,0,0
Izard,HORSESHOE BEND - WARD 3,Attorney General,,LIB,Kerry Hicks,7,4,0,3,0,0
Izard,HORSESHOE BEND - WARD 4,Attorney General,,LIB,Kerry Hicks,3,1,0,1,0,1
Izard,KNOB CREEK,Attorney General,,LIB,Kerry Hicks,2,2,0,0,0,0
Izard,LACROSSE,Attorney General,,LIB,Kerry Hicks,2,0,0,0,0,2
Izard,LAFFERTY,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Izard,LARKIN,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Izard,MELBOURNE RURAL,Attorney General,,LIB,Kerry Hicks,7,2,0,0,0,5
Izard,MELBOURNE - WARD 1,Attorney General,,LIB,Kerry Hicks,3,0,0,0,0,3
Izard,MELBOURNE - WARD 2,Attorney General,,LIB,Kerry Hicks,2,1,0,0,0,1
Izard,MELBOURNE - WARD 3,Attorney General,,LIB,Kerry Hicks,3,1,0,0,0,2
Izard,MELBOURNE - WARD 4,Attorney General,,LIB,Kerry Hicks,3,0,0,0,0,3
Izard,MOUNT PLEASANT CITY,Attorney General,,LIB,Kerry Hicks,2,1,0,0,0,1
Izard,MOUNT PLEASANT RURAL,Attorney General,,LIB,Kerry Hicks,4,4,0,0,0,0
Izard,MYRON,Attorney General,,LIB,Kerry Hicks,1,0,0,1,0,0
Izard,NEWBURG,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Izard,OXFORD CITY,Attorney General,,LIB,Kerry Hicks,6,6,0,0,0,0
Izard,OXFORD CITY IN BROCKWELL,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Izard,OXFORD RURAL,Attorney General,,LIB,Kerry Hicks,3,2,0,0,0,1
Izard,PINEVILLE CITY,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Izard,PINEVILLE RURAL,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Izard,SAGE,Attorney General,,LIB,Kerry Hicks,4,1,0,0,0,3
Izard,SAGE IN MELBOURNE WARD 4,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Izard,STRAWBERRY,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Izard,SYLAMORE,Attorney General,,LIB,Kerry Hicks,2,2,0,0,0,0
Izard,TWIN CREEK,Attorney General,,LIB,Kerry Hicks,1,0,0,0,0,1
Izard,VIOLET HILL,Attorney General,,LIB,Kerry Hicks,2,1,0,0,0,1
Izard,WIDEMAN,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Izard,WISEMAN,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Izard,ZION,Attorney General,,LIB,Kerry Hicks,4,3,0,0,0,1
Izard,BIG SPRING,Attorney General,,REP,Attorney General Leslie Rutledge,61,34,0,0,0,27
Izard,BOSWELL,Attorney General,,REP,Attorney General Leslie Rutledge,57,28,1,0,0,28
Izard,BROCKWELL,Attorney General,,REP,Attorney General Leslie Rutledge,96,57,0,0,0,39
Izard,CALICO ROCK RURAL,Attorney General,,REP,Attorney General Leslie Rutledge,111,74,12,0,0,25
Izard,CALICO ROCK - WARD 1,Attorney General,,REP,Attorney General Leslie Rutledge,35,26,1,0,0,8
Izard,CALICO ROCK - WARD 2,Attorney General,,REP,Attorney General Leslie Rutledge,98,76,5,0,0,17
Izard,CALICO ROCK - WARD 3,Attorney General,,REP,Attorney General Leslie Rutledge,78,54,0,0,1,23
Izard,CALICO ROCK - WARD 4,Attorney General,,REP,Attorney General Leslie Rutledge,61,47,2,0,0,12
Izard,CLAIBORNE,Attorney General,,REP,Attorney General Leslie Rutledge,31,23,2,0,0,6
Izard,DOLPH,Attorney General,,REP,Attorney General Leslie Rutledge,56,54,0,0,0,2
Izard,FRANKLIN CITY,Attorney General,,REP,Attorney General Leslie Rutledge,64,58,0,0,0,6
Izard,FRANKLIN RURAL,Attorney General,,REP,Attorney General Leslie Rutledge,39,28,0,2,0,9
Izard,GID,Attorney General,,REP,Attorney General Leslie Rutledge,81,50,2,0,0,29
Izard,GUION CITY,Attorney General,,REP,Attorney General Leslie Rutledge,26,13,2,0,0,11
Izard,GUION RURAL,Attorney General,,REP,Attorney General Leslie Rutledge,6,3,0,0,0,3
Izard,HORSESHOE BEND RURAL,Attorney General,,REP,Attorney General Leslie Rutledge,10,10,0,0,0,0
Izard,HORSESHOE BEND - WARD 1,Attorney General,,REP,Attorney General Leslie Rutledge,52,29,0,18,0,5
Izard,HORSESHOE BEND - WARD 2,Attorney General,,REP,Attorney General Leslie Rutledge,183,94,6,62,0,21
Izard,HORSESHOE BEND - WARD 3,Attorney General,,REP,Attorney General Leslie Rutledge,116,54,3,43,0,16
Izard,HORSESHOE BEND - WARD 4,Attorney General,,REP,Attorney General Leslie Rutledge,207,76,3,94,0,34
Izard,KNOB CREEK,Attorney General,,REP,Attorney General Leslie Rutledge,18,6,0,0,0,12
Izard,LACROSSE,Attorney General,,REP,Attorney General Leslie Rutledge,46,15,0,0,0,31
Izard,LAFFERTY,Attorney General,,REP,Attorney General Leslie Rutledge,14,8,1,0,0,5
Izard,LARKIN,Attorney General,,REP,Attorney General Leslie Rutledge,27,11,0,0,0,16
Izard,MELBOURNE RURAL,Attorney General,,REP,Attorney General Leslie Rutledge,122,49,11,0,0,62
Izard,MELBOURNE - WARD 1,Attorney General,,REP,Attorney General Leslie Rutledge,120,33,1,0,2,84
Izard,MELBOURNE - WARD 2,Attorney General,,REP,Attorney General Leslie Rutledge,107,26,4,0,0,77
Izard,MELBOURNE - WARD 3,Attorney General,,REP,Attorney General Leslie Rutledge,70,16,4,0,0,50
Izard,MELBOURNE - WARD 4,Attorney General,,REP,Attorney General Leslie Rutledge,166,52,3,0,0,111
Izard,MOUNT PLEASANT CITY,Attorney General,,REP,Attorney General Leslie Rutledge,137,78,0,0,0,59
Izard,MOUNT PLEASANT RURAL,Attorney General,,REP,Attorney General Leslie Rutledge,124,83,0,0,1,40
Izard,MYRON,Attorney General,,REP,Attorney General Leslie Rutledge,28,22,0,0,0,6
Izard,NEWBURG,Attorney General,,REP,Attorney General Leslie Rutledge,50,19,0,0,0,31
Izard,OXFORD CITY,Attorney General,,REP,Attorney General Leslie Rutledge,172,113,7,0,0,52
Izard,OXFORD CITY IN BROCKWELL,Attorney General,,REP,Attorney General Leslie Rutledge,2,1,0,0,0,1
Izard,OXFORD RURAL,Attorney General,,REP,Attorney General Leslie Rutledge,39,27,0,0,0,12
Izard,PINEVILLE CITY,Attorney General,,REP,Attorney General Leslie Rutledge,54,48,0,0,0,6
Izard,PINEVILLE RURAL,Attorney General,,REP,Attorney General Leslie Rutledge,81,70,2,0,0,9
Izard,SAGE,Attorney General,,REP,Attorney General Leslie Rutledge,111,32,2,0,0,77
Izard,SAGE IN MELBOURNE WARD 4,Attorney General,,REP,Attorney General Leslie Rutledge,2,0,0,0,0,2
Izard,STRAWBERRY,Attorney General,,REP,Attorney General Leslie Rutledge,39,27,1,0,0,11
Izard,SYLAMORE,Attorney General,,REP,Attorney General Leslie Rutledge,80,34,3,0,0,43
Izard,TWIN CREEK,Attorney General,,REP,Attorney General Leslie Rutledge,32,17,0,0,1,14
Izard,VIOLET HILL,Attorney General,,REP,Attorney General Leslie Rutledge,110,48,4,0,0,58
Izard,WIDEMAN,Attorney General,,REP,Attorney General Leslie Rutledge,28,11,2,0,0,15
Izard,WISEMAN,Attorney General,,REP,Attorney General Leslie Rutledge,31,25,0,0,0,6
Izard,ZION,Attorney General,,REP,Attorney General Leslie Rutledge,125,83,1,0,2,39
Izard,BIG SPRING,Secretary of State,,DEM,Susan Inman,21,4,0,0,0,17
Izard,BOSWELL,Secretary of State,,DEM,Susan Inman,16,11,0,0,0,5
Izard,BROCKWELL,Secretary of State,,DEM,Susan Inman,34,19,2,0,0,13
Izard,CALICO ROCK RURAL,Secretary of State,,DEM,Susan Inman,29,13,2,0,0,14
Izard,CALICO ROCK - WARD 1,Secretary of State,,DEM,Susan Inman,13,9,0,0,0,4
Izard,CALICO ROCK - WARD 2,Secretary of State,,DEM,Susan Inman,29,21,2,0,0,6
Izard,CALICO ROCK - WARD 3,Secretary of State,,DEM,Susan Inman,23,19,0,0,0,4
Izard,CALICO ROCK - WARD 4,Secretary of State,,DEM,Susan Inman,20,16,0,0,0,4
Izard,CLAIBORNE,Secretary of State,,DEM,Susan Inman,12,9,0,0,0,3
Izard,DOLPH,Secretary of State,,DEM,Susan Inman,19,18,0,0,0,1
Izard,FRANKLIN CITY,Secretary of State,,DEM,Susan Inman,15,12,0,0,0,3
Izard,FRANKLIN RURAL,Secretary of State,,DEM,Susan Inman,25,20,2,0,0,3
Izard,GID,Secretary of State,,DEM,Susan Inman,14,7,0,0,0,7
