county,precinct,office,district,party,candidate,votes,early_vote_south,absentee,provisional,election_day,early_vote_north
Arkansas,GILLETT WARD 3,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Arkansas,PT DELUCE,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Arkansas,BAYOU METO,Attorney General,,LIB,Kerry Hicks,2,1,0,0,0,1
Arkansas,MORRIS,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Arkansas,GUM POND,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Arkansas,BARTON,Attorney General,,LIB,Kerry Hicks,1,0,0,0,0,1
Arkansas,HENTON,Attorney General,,LIB,Kerry Hicks,2,0,0,0,0,2
Arkansas,BREWER,Attorney General,,LIB,Kerry Hicks,1,1,0,0,0,0
Arkansas,GARLAND,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 3,Attorney General,,LIB,Kerry Hicks,0,0,0,0,0,0
Arkansas,DEWITT WARD 1,Attorney General,,LIB,Kerry Hicks,3,1,0,0,2,0
Arkansas,DEWITT WARD 2,Attorney General,,LIB,Kerry Hicks,8,5,0,0,3,0
Arkansas,DEWITT WARD 3,Attorney General,,LIB,Kerry Hicks,5,2,0,0,3,0
Arkansas,STUTTGART WARD 1,Attorney General,,LIB,Kerry Hicks,20,0,0,0,7,13
Arkansas,STUTTGART WARD 2,Attorney General,,LIB,Kerry Hicks,15,0,0,0,7,8
Arkansas,STUTTGART WARD 3,Attorney General,,LIB,Kerry Hicks,15,0,0,0,3,12
Arkansas,MCFALL,Attorney General,,REP,Attorney General Leslie Rutledge,23,0,0,0,7,16
Arkansas,CROCKETT,Attorney General,,REP,Attorney General Leslie Rutledge,31,10,0,0,19,2
Arkansas,KEATON,Attorney General,,REP,Attorney General Leslie Rutledge,153,33,3,0,54,63
Arkansas,MILL BAYOU,Attorney General,,REP,Attorney General Leslie Rutledge,64,4,0,0,47,13
Arkansas,ALMYRA,Attorney General,,REP,Attorney General Leslie Rutledge,71,8,0,0,57,6
Arkansas,PRAIRIE,Attorney General,,REP,Attorney General Leslie Rutledge,117,64,1,0,52,0
Arkansas,LAGRUE,Attorney General,,REP,Attorney General Leslie Rutledge,282,207,0,0,74,1
Arkansas,ST. CHARLES,Attorney General,,REP,Attorney General Leslie Rutledge,57,16,0,0,41,0
Arkansas,CHESTER,Attorney General,,REP,Attorney General Leslie Rutledge,65,29,0,0,36,0
Arkansas,ARKANSAS,Attorney General,,REP,Attorney General Leslie Rutledge,19,7,1,0,11,0
Arkansas,STANLEY,Attorney General,,REP,Attorney General Leslie Rutledge,3,0,0,0,3,0
Arkansas,GILLETT WARD 1,Attorney General,,REP,Attorney General Leslie Rutledge,49,11,0,0,38,0
Arkansas,GILLETT WARD 2,Attorney General,,REP,Attorney General Leslie Rutledge,77,21,0,0,56,0
Arkansas,GILLETT WARD 3,Attorney General,,REP,Attorney General Leslie Rutledge,29,5,0,0,24,0
Arkansas,PT DELUCE,Attorney General,,REP,Attorney General Leslie Rutledge,72,47,0,0,25,0
Arkansas,BAYOU METO,Attorney General,,REP,Attorney General Leslie Rutledge,52,34,0,0,14,4
Arkansas,MORRIS,Attorney General,,REP,Attorney General Leslie Rutledge,69,1,0,0,31,37
Arkansas,GUM POND,Attorney General,,REP,Attorney General Leslie Rutledge,85,0,0,0,30,55
Arkansas,BARTON,Attorney General,,REP,Attorney General Leslie Rutledge,47,2,0,0,22,23
Arkansas,HENTON,Attorney General,,REP,Attorney General Leslie Rutledge,56,3,0,0,40,13
Arkansas,BREWER,Attorney General,,REP,Attorney General Leslie Rutledge,7,3,1,0,1,2
Arkansas,GARLAND,Attorney General,,REP,Attorney General Leslie Rutledge,51,13,1,0,17,20
Arkansas,HUMPHREY WARD 1,Attorney General,,REP,Attorney General Leslie Rutledge,16,0,0,0,15,1
Arkansas,HUMPHREY WARD 3,Attorney General,,REP,Attorney General Leslie Rutledge,9,0,0,0,8,1
Arkansas,DEWITT WARD 1,Attorney General,,REP,Attorney General Leslie Rutledge,50,29,0,0,20,1
Arkansas,DEWITT WARD 2,Attorney General,,REP,Attorney General Leslie Rutledge,166,103,5,0,53,5
Arkansas,DEWITT WARD 3,Attorney General,,REP,Attorney General Leslie Rutledge,262,172,4,0,86,0
Arkansas,STUTTGART WARD 1,Attorney General,,REP,Attorney General Leslie Rutledge,171,0,2,0,45,124
Arkansas,STUTTGART WARD 2,Attorney General,,REP,Attorney General Leslie Rutledge,564,0,6,0,145,413
Arkansas,STUTTGART WARD 3,Attorney General,,REP,Attorney General Leslie Rutledge,631,0,5,0,187,439
Arkansas,MCFALL,Attorney General,,DEM,Mike Lee,9,0,0,0,4,5
Arkansas,CROCKETT,Attorney General,,DEM,Mike Lee,10,7,0,0,2,1
Arkansas,KEATON,Attorney General,,DEM,Mike Lee,60,13,0,0,14,33
Arkansas,MILL BAYOU,Attorney General,,DEM,Mike Lee,14,1,0,0,10,3
Arkansas,ALMYRA,Attorney General,,DEM,Mike Lee,9,1,0,0,8,0
Arkansas,PRAIRIE,Attorney General,,DEM,Mike Lee,21,8,0,0,13,0
Arkansas,LAGRUE,Attorney General,,DEM,Mike Lee,44,34,0,0,10,0
Arkansas,ST. CHARLES,Attorney General,,DEM,Mike Lee,4,3,0,0,1,0
Arkansas,CHESTER,Attorney General,,DEM,Mike Lee,8,1,0,0,7,0
Arkansas,ARKANSAS,Attorney General,,DEM,Mike Lee,15,10,0,0,5,0
Arkansas,STANLEY,Attorney General,,DEM,Mike Lee,4,2,0,0,2,0
Arkansas,GILLETT WARD 1,Attorney General,,DEM,Mike Lee,19,3,0,0,16,0
Arkansas,GILLETT WARD 2,Attorney General,,DEM,Mike Lee,15,6,1,0,8,0
Arkansas,GILLETT WARD 3,Attorney General,,DEM,Mike Lee,22,5,0,0,17,0
Arkansas,PT DELUCE,Attorney General,,DEM,Mike Lee,7,5,0,0,2,0
Arkansas,BAYOU METO,Attorney General,,DEM,Mike Lee,5,4,0,0,0,1
Arkansas,MORRIS,Attorney General,,DEM,Mike Lee,8,0,0,0,2,6
Arkansas,GUM POND,Attorney General,,DEM,Mike Lee,21,0,1,0,6,14
Arkansas,BARTON,Attorney General,,DEM,Mike Lee,6,0,0,0,2,4
Arkansas,HENTON,Attorney General,,DEM,Mike Lee,15,0,0,0,7,8
Arkansas,BREWER,Attorney General,,DEM,Mike Lee,3,0,0,0,2,1
Arkansas,GARLAND,Attorney General,,DEM,Mike Lee,8,4,0,0,3,1
Arkansas,HUMPHREY WARD 1,Attorney General,,DEM,Mike Lee,38,0,0,0,35,3
Arkansas,HUMPHREY WARD 3,Attorney General,,DEM,Mike Lee,9,0,0,0,8,1
Arkansas,DEWITT WARD 1,Attorney General,,DEM,Mike Lee,98,52,1,0,45,0
Arkansas,DEWITT WARD 2,Attorney General,,DEM,Mike Lee,54,32,1,0,21,0
Arkansas,DEWITT WARD 3,Attorney General,,DEM,Mike Lee,61,32,2,0,26,1
Arkansas,STUTTGART WARD 1,Attorney General,,DEM,Mike Lee,388,0,5,0,111,272
Arkansas,STUTTGART WARD 2,Attorney General,,DEM,Mike Lee,283,0,5,0,89,189
Arkansas,STUTTGART WARD 3,Attorney General,,DEM,Mike Lee,257,0,6,0,71,180
Arkansas,MCFALL,Secretary of State,,DEM,Susan Inman,10,0,0,0,5,5
Arkansas,CROCKETT,Secretary of State,,DEM,Susan Inman,11,7,0,0,3,1
Arkansas,KEATON,Secretary of State,,DEM,Susan Inman,69,15,0,0,19,35
Arkansas,MILL BAYOU,Secretary of State,,DEM,Susan Inman,12,0,0,0,9,3
Arkansas,ALMYRA,Secretary of State,,DEM,Susan Inman,10,1,0,0,8,1
Arkansas,PRAIRIE,Secretary of State,,DEM,Susan Inman,23,10,0,0,13,0
Arkansas,LAGRUE,Secretary of State,,DEM,Susan Inman,60,46,0,0,14,0
Arkansas,ST. CHARLES,Secretary of State,,DEM,Susan Inman,4,3,0,0,1,0
Arkansas,CHESTER,Secretary of State,,DEM,Susan Inman,11,3,0,0,8,0
Arkansas,ARKANSAS,Secretary of State,,DEM,Susan Inman,15,10,0,0,5,0
Arkansas,STANLEY,Secretary of State,,DEM,Susan Inman,4,2,0,0,2,0
Arkansas,GILLETT WARD 1,Secretary of State,,DEM,Susan Inman,20,3,0,0,17,0
Arkansas,GILLETT WARD 2,Secretary of State,,DEM,Susan Inman,20,5,1,0,14,0
Arkansas,GILLETT WARD 3,Secretary of State,,DEM,Susan Inman,21,3,0,0,18,0
Arkansas,PT DELUCE,Secretary of State,,DEM,Susan Inman,9,4,0,0,5,0
Arkansas,BAYOU METO,Secretary of State,,DEM,Susan Inman,8,7,0,0,0,1
Arkansas,MORRIS,Secretary of State,,DEM,Susan Inman,8,0,0,0,2,6
Arkansas,GUM POND,Secretary of State,,DEM,Susan Inman,22,0,1,0,6,15
Arkansas,BARTON,Secretary of State,,DEM,Susan Inman,6,0,0,0,2,4
Arkansas,HENTON,Secretary of State,,DEM,Susan Inman,17,0,0,0,9,8
Arkansas,BREWER,Secretary of State,,DEM,Susan Inman,4,0,0,0,3,1
Arkansas,GARLAND,Secretary of State,,DEM,Susan Inman,9,5,0,0,2,2
Arkansas,HUMPHREY WARD 1,Secretary of State,,DEM,Susan Inman,40,0,0,0,38,2
Arkansas,HUMPHREY WARD 3,Secretary of State,,DEM,Susan Inman,8,0,0,0,7,1
Arkansas,DEWITT WARD 1,Secretary of State,,DEM,Susan Inman,102,53,1,0,47,1
Arkansas,DEWITT WARD 2,Secretary of State,,DEM,Susan Inman,61,38,2,0,21,0
Arkansas,DEWITT WARD 3,Secretary of State,,DEM,Susan Inman,72,41,2,0,28,1
Arkansas,STUTTGART WARD 1,Secretary of State,,DEM,Susan Inman,413,0,4,0,124,285
Arkansas,STUTTGART WARD 2,Secretary of State,,DEM,Susan Inman,304,0,4,0,97,203
Arkansas,STUTTGART WARD 3,Secretary of State,,DEM,Susan Inman,287,0,7,0,79,201
Arkansas,MCFALL,Secretary of State,,REP,John Thurston Commissioner of State Lands,22,0,0,0,6,16
Arkansas,CROCKETT,Secretary of State,,REP,John Thurston Commissioner of State Lands,29,9,0,0,18,2
Arkansas,KEATON,Secretary of State,,REP,John Thurston Commissioner of State Lands,144,31,3,0,49,61
Arkansas,MILL BAYOU,Secretary of State,,REP,John Thurston Commissioner of State Lands,64,4,1,0,46,13
Arkansas,ALMYRA,Secretary of State,,REP,John Thurston Commissioner of State Lands,71,8,0,0,57,6
Arkansas,PRAIRIE,Secretary of State,,REP,John Thurston Commissioner of State Lands,114,62,1,0,51,0
Arkansas,LAGRUE,Secretary of State,,REP,John Thurston Commissioner of State Lands,265,193,0,0,71,1
Arkansas,ST. CHARLES,Secretary of State,,REP,John Thurston Commissioner of State Lands,56,16,0,0,40,0
Arkansas,CHESTER,Secretary of State,,REP,John Thurston Commissioner of State Lands,63,27,0,0,36,0
Arkansas,ARKANSAS,Secretary of State,,REP,John Thurston Commissioner of State Lands,20,8,1,0,11,0
Arkansas,STANLEY,Secretary of State,,REP,John Thurston Commissioner of State Lands,3,0,0,0,3,0
Arkansas,GILLETT WARD 1,Secretary of State,,REP,John Thurston Commissioner of State Lands,48,11,0,0,37,0
Arkansas,GILLETT WARD 2,Secretary of State,,REP,John Thurston Commissioner of State Lands,73,22,0,0,51,0
Arkansas,GILLETT WARD 3,Secretary of State,,REP,John Thurston Commissioner of State Lands,28,8,0,0,20,0
Arkansas,PT DELUCE,Secretary of State,,REP,John Thurston Commissioner of State Lands,69,47,0,0,22,0
Arkansas,BAYOU METO,Secretary of State,,REP,John Thurston Commissioner of State Lands,51,32,0,0,14,5
Arkansas,MORRIS,Secretary of State,,REP,John Thurston Commissioner of State Lands,67,1,0,0,31,35
Arkansas,GUM POND,Secretary of State,,REP,John Thurston Commissioner of State Lands,84,0,0,0,30,54
Arkansas,BARTON,Secretary of State,,REP,John Thurston Commissioner of State Lands,47,2,0,0,22,23
Arkansas,HENTON,Secretary of State,,REP,John Thurston Commissioner of State Lands,57,3,0,0,40,14
Arkansas,BREWER,Secretary of State,,REP,John Thurston Commissioner of State Lands,6,3,1,0,0,2
Arkansas,GARLAND,Secretary of State,,REP,John Thurston Commissioner of State Lands,50,12,1,0,18,19
Arkansas,HUMPHREY WARD 1,Secretary of State,,REP,John Thurston Commissioner of State Lands,14,0,0,0,12,2
Arkansas,HUMPHREY WARD 3,Secretary of State,,REP,John Thurston Commissioner of State Lands,9,0,0,0,8,1
Arkansas,DEWITT WARD 1,Secretary of State,,REP,John Thurston Commissioner of State Lands,46,27,0,0,19,0
Arkansas,DEWITT WARD 2,Secretary of State,,REP,John Thurston Commissioner of State Lands,154,94,4,0,51,5
Arkansas,DEWITT WARD 3,Secretary of State,,REP,John Thurston Commissioner of State Lands,248,160,4,0,84,0
Arkansas,STUTTGART WARD 1,Secretary of State,,REP,John Thurston Commissioner of State Lands,149,0,2,0,36,111
Arkansas,STUTTGART WARD 2,Secretary of State,,REP,John Thurston Commissioner of State Lands,545,0,6,0,141,398
Arkansas,STUTTGART WARD 3,Secretary of State,,REP,John Thurston Commissioner of State Lands,591,0,4,0,178,409
Arkansas,MCFALL,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Arkansas,CROCKETT,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Arkansas,KEATON,Secretary of State,,LIB,Christopher Olson,3,1,0,0,2,0
Arkansas,MILL BAYOU,Secretary of State,,LIB,Christopher Olson,5,1,0,0,3,1
Arkansas,ALMYRA,Secretary of State,,LIB,Christopher Olson,1,0,0,0,1,0
Arkansas,PRAIRIE,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Arkansas,LAGRUE,Secretary of State,,LIB,Christopher Olson,9,7,1,0,1,0
Arkansas,ST. CHARLES,Secretary of State,,LIB,Christopher Olson,1,0,0,0,1,0
Arkansas,CHESTER,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Arkansas,ARKANSAS,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Arkansas,STANLEY,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Arkansas,GILLETT WARD 1,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Arkansas,GILLETT WARD 2,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Arkansas,GILLETT WARD 3,Secretary of State,,LIB,Christopher Olson,3,0,0,0,3,0
Arkansas,PT DELUCE,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Arkansas,BAYOU METO,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Arkansas,MORRIS,Secretary of State,,LIB,Christopher Olson,1,0,0,0,0,1
Arkansas,GUM POND,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Arkansas,BARTON,Secretary of State,,LIB,Christopher Olson,1,0,0,0,0,1
Arkansas,HENTON,Secretary of State,,LIB,Christopher Olson,1,0,0,0,0,1
Arkansas,BREWER,Secretary of State,,LIB,Christopher Olson,1,1,0,0,0,0
Arkansas,GARLAND,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 1,Secretary of State,,LIB,Christopher Olson,0,0,0,0,0,0
Arkansas,HUMPHREY WARD 3,Secretary of State,,LIB,Christopher Olson,1,0,0,0,1,0
Arkansas,DEWITT WARD 1,Secretary of State,,LIB,Christopher Olson,3,2,0,0,1,0
Arkansas,DEWITT WARD 2,Secretary of State,,LIB,Christopher Olson,9,5,0,0,4,0
Arkansas,DEWITT WARD 3,Secretary of State,,LIB,Christopher Olson,8,6,0,0,2,0
Arkansas,STUTTGART WARD 1,Secretary of State,,LIB,Christopher Olson,14,0,1,0,4,9
Arkansas,STUTTGART WARD 2,Secretary of State,,LIB,Christopher Olson,9,0,0,0,3,6
Arkansas,STUTTGART WARD 3,Secretary of State,,LIB,Christopher Olson,22,0,0,0,3,19
Arkansas,MCFALL,State Treasurer,,REP,Treasurer of State Dennis Milligan,28,0,0,0,9,19
Arkansas,CROCKETT,State Treasurer,,REP,Treasurer of State Dennis Milligan,39,16,0,0,21,2
Arkansas,KEATON,State Treasurer,,REP,Treasurer of State Dennis Milligan,168,35,3,0,58,72
Arkansas,MILL BAYOU,State Treasurer,,REP,Treasurer of State Dennis Milligan,69,4,1,0,50,14
Arkansas,ALMYRA,State Treasurer,,REP,Treasurer of State Dennis Milligan,79,9,0,0,63,7
Arkansas,PRAIRIE,State Treasurer,,REP,Treasurer of State Dennis Milligan,126,68,1,0,57,0
Arkansas,LAGRUE,State Treasurer,,REP,Treasurer of State Dennis Milligan,307,224,1,0,81,1
Arkansas,ST. CHARLES,State Treasurer,,REP,Treasurer of State Dennis Milligan,60,18,0,0,42,0
Arkansas,CHESTER,State Treasurer,,REP,Treasurer of State Dennis Milligan,69,28,0,0,41,0
Arkansas,ARKANSAS,State Treasurer,,REP,Treasurer of State Dennis Milligan,25,11,1,0,13,0
Arkansas,STANLEY,State Treasurer,,REP,Treasurer of State Dennis Milligan,4,0,0,0,4,0
Arkansas,GILLETT WARD 1,State Treasurer,,REP,Treasurer of State Dennis Milligan,55,13,0,0,42,0
Arkansas,GILLETT WARD 2,State Treasurer,,REP,Treasurer of State Dennis Milligan,88,26,0,0,62,0
Arkansas,GILLETT WARD 3,State Treasurer,,REP,Treasurer of State Dennis Milligan,36,8,0,0,28,0
Arkansas,PT DELUCE,State Treasurer,,REP,Treasurer of State Dennis Milligan,74,49,0,0,25,0
Arkansas,BAYOU METO,State Treasurer,,REP,Treasurer of State Dennis Milligan,56,36,0,0,14,6
Arkansas,MORRIS,State Treasurer,,REP,Treasurer of State Dennis Milligan,68,1,0,0,31,36
Arkansas,GUM POND,State Treasurer,,REP,Treasurer of State Dennis Milligan,91,0,1,0,32,58
Arkansas,BARTON,State Treasurer,,REP,Treasurer of State Dennis Milligan,49,2,0,0,24,23
Arkansas,HENTON,State Treasurer,,REP,Treasurer of State Dennis Milligan,62,3,0,0,44,15
Arkansas,BREWER,State Treasurer,,REP,Treasurer of State Dennis Milligan,8,3,1,0,2,2
Arkansas,GARLAND,State Treasurer,,REP,Treasurer of State Dennis Milligan,52,14,1,0,18,19
Arkansas,HUMPHREY WARD 1,State Treasurer,,REP,Treasurer of State Dennis Milligan,21,0,0,0,19,2
Arkansas,HUMPHREY WARD 3,State Treasurer,,REP,Treasurer of State Dennis Milligan,12,0,0,0,11,1
Arkansas,DEWITT WARD 1,State Treasurer,,REP,Treasurer of State Dennis Milligan,69,39,0,0,29,1
Arkansas,DEWITT WARD 2,State Treasurer,,REP,Treasurer of State Dennis Milligan,169,105,5,0,54,5
Arkansas,DEWITT WARD 3,State Treasurer,,REP,Treasurer of State Dennis Milligan,278,185,4,0,89,0
Arkansas,STUTTGART WARD 1,State Treasurer,,REP,Treasurer of State Dennis Milligan,227,0,2,0,58,167
Arkansas,STUTTGART WARD 2,State Treasurer,,REP,Treasurer of State Dennis Milligan,650,0,8,0,170,472
Arkansas,STUTTGART WARD 3,State Treasurer,,REP,Treasurer of State Dennis Milligan,722,0,6,0,202,514
Arkansas,MCFALL,State Treasurer,,LIB,Ashley Ewald,3,0,0,0,1,2
Arkansas,CROCKETT,State Treasurer,,LIB,Ashley Ewald,2,1,0,0,0,1
Arkansas,KEATON,State Treasurer,,LIB,Ashley Ewald,43,10,0,0,12,21
Arkansas,MILL BAYOU,State Treasurer,,LIB,Ashley Ewald,12,1,0,0,8,3
Arkansas,ALMYRA,State Treasurer,,LIB,Ashley Ewald,3,0,0,0,3,0
Arkansas,PRAIRIE,State Treasurer,,LIB,Ashley Ewald,13,5,0,0,8,0
Arkansas,LAGRUE,State Treasurer,,LIB,Ashley Ewald,25,20,0,0,5,0
Arkansas,ST. CHARLES,State Treasurer,,LIB,Ashley Ewald,2,2,0,0,0,0
Arkansas,CHESTER,State Treasurer,,LIB,Ashley Ewald,4,2,0,0,2,0
Arkansas,ARKANSAS,State Treasurer,,LIB,Ashley Ewald,10,7,0,0,3,0
Arkansas,STANLEY,State Treasurer,,LIB,Ashley Ewald,3,2,0,0,1,0
Arkansas,GILLETT WARD 1,State Treasurer,,LIB,Ashley Ewald,13,1,0,0,12,0
Arkansas,GILLETT WARD 2,State Treasurer,,LIB,Ashley Ewald,5,1,1,0,3,0
Arkansas,GILLETT WARD 3,State Treasurer,,LIB,Ashley Ewald,14,2,0,0,12,0
Arkansas,PT DELUCE,State Treasurer,,LIB,Ashley Ewald,4,2,0,0,2,0
Arkansas,BAYOU METO,State Treasurer,,LIB,Ashley Ewald,4,4,0,0,0,0
Arkansas,MORRIS,State Treasurer,,LIB,Ashley Ewald,7,0,0,0,2,5
Arkansas,GUM POND,State Treasurer,,LIB,Ashley Ewald,13,0,0,0,4,9
Arkansas,BARTON,State Treasurer,,LIB,Ashley Ewald,5,0,0,0,0,5
Arkansas,HENTON,State Treasurer,,LIB,Ashley Ewald,12,0,0,0,4,8
Arkansas,BREWER,State Treasurer,,LIB,Ashley Ewald,2,1,0,0,0,1
Arkansas,GARLAND,State Treasurer,,LIB,Ashley Ewald,7,3,0,0,2,2
Arkansas,HUMPHREY WARD 1,State Treasurer,,LIB,Ashley Ewald,31,0,0,0,29,2
Arkansas,HUMPHREY WARD 3,State Treasurer,,LIB,Ashley Ewald,6,0,0,0,5,1
Arkansas,DEWITT WARD 1,State Treasurer,,LIB,Ashley Ewald,77,40,0,0,37,0
Arkansas,DEWITT WARD 2,State Treasurer,,LIB,Ashley Ewald,53,29,1,0,23,0
Arkansas,DEWITT WARD 3,State Treasurer,,LIB,Ashley Ewald,50,22,2,0,25,1
Arkansas,STUTTGART WARD 1,State Treasurer,,LIB,Ashley Ewald,317,0,5,0,94,218
Arkansas,STUTTGART WARD 2,State Treasurer,,LIB,Ashley Ewald,200,0,3,0,66,131
Arkansas,STUTTGART WARD 3,State Treasurer,,LIB,Ashley Ewald,166,0,5,0,54,107
Arkansas,MCFALL,Auditor of State,,LIB,David E. Dinwiddie,3,0,0,0,1,2
Arkansas,CROCKETT,Auditor of State,,LIB,David E. Dinwiddie,3,2,0,0,0,1
Arkansas,KEATON,Auditor of State,,LIB,David E. Dinwiddie,37,6,0,0,11,20
Arkansas,MILL BAYOU,Auditor of State,,LIB,David E. Dinwiddie,12,1,0,0,7,4
Arkansas,ALMYRA,Auditor of State,,LIB,David E. Dinwiddie,5,0,0,0,5,0
Arkansas,PRAIRIE,Auditor of State,,LIB,David E. Dinwiddie,18,8,0,0,10,0
Arkansas,LAGRUE,Auditor of State,,LIB,David E. Dinwiddie,33,23,1,0,9,0
Arkansas,ST. CHARLES,Auditor of State,,LIB,David E. Dinwiddie,0,0,0,0,0,0
Arkansas,CHESTER,Auditor of State,,LIB,David E. Dinwiddie,5,1,0,0,4,0
Arkansas,ARKANSAS,Auditor of State,,LIB,David E. Dinwiddie,9,6,0,0,3,0
Arkansas,STANLEY,Auditor of State,,LIB,David E. Dinwiddie,4,2,0,0,2,0
Arkansas,GILLETT WARD 1,Auditor of State,,LIB,David E. Dinwiddie,17,1,0,0,16,0
Arkansas,GILLETT WARD 2,Auditor of State,,LIB,David E. Dinwiddie,6,1,1,0,4,0
Arkansas,GILLETT WARD 3,Auditor of State,,LIB,David E. Dinwiddie,19,3,0,0,16,0
Arkansas,PT DELUCE,Auditor of State,,LIB,David E. Dinwiddie,6,4,0,0,2,0
Arkansas,BAYOU METO,Auditor of State,,LIB,David E. Dinwiddie,7,5,0,0,0,2
Arkansas,MORRIS,Auditor of State,,LIB,David E. Dinwiddie,5,0,0,0,2,3
Arkansas,GUM POND,Auditor of State,,LIB,David E. Dinwiddie,11,0,0,0,4,7
Arkansas,BARTON,Auditor of State,,LIB,David E. Dinwiddie,6,0,0,0,1,5
Arkansas,HENTON,Auditor of State,,LIB,David E. Dinwiddie,10,0,0,0,3,7
Arkansas,BREWER,Auditor of State,,LIB,David E. Dinwiddie,2,1,0,0,0,1
Arkansas,GARLAND,Auditor of State,,LIB,David E. Dinwiddie,6,3,0,0,2,1
Arkansas,HUMPHREY WARD 1,Auditor of State,,LIB,David E. Dinwiddie,30,0,0,0,27,3
Arkansas,HUMPHREY WARD 3,Auditor of State,,LIB,David E. Dinwiddie,9,0,0,0,8,1
Arkansas,DEWITT WARD 1,Auditor of State,,LIB,David E. Dinwiddie,74,41,0,0,33,0
Arkansas,DEWITT WARD 2,Auditor of State,,LIB,David E. Dinwiddie,49,28,1,0,20,0
Arkansas,DEWITT WARD 3,Auditor of State,,LIB,David E. Dinwiddie,50,24,0,0,25,1
Arkansas,STUTTGART WARD 1,Auditor of State,,LIB,David E. Dinwiddie,308,0,5,0,92,211
Arkansas,STUTTGART WARD 2,Auditor of State,,LIB,David E. Dinwiddie,200,0,3,0,68,129
Arkansas,STUTTGART WARD 3,Auditor of State,,LIB,David E. Dinwiddie,152,0,5,0,46,101
Arkansas,MCFALL,Auditor of State,,REP,Auditor Andrea Lea,28,0,0,0,9,19
Arkansas,CROCKETT,Auditor of State,,REP,Auditor Andrea Lea,38,15,0,0,21,2
Arkansas,KEATON,Auditor of State,,REP,Auditor Andrea Lea,171,38,3,0,58,72
Arkansas,MILL BAYOU,Auditor of State,,REP,Auditor Andrea Lea,69,4,1,0,51,13
Arkansas,ALMYRA,Auditor of State,,REP,Auditor Andrea Lea,76,9,0,0,60,7
Arkansas,PRAIRIE,Auditor of State,,REP,Auditor Andrea Lea,121,65,1,0,55,0
Arkansas,LAGRUE,Auditor of State,,REP,Auditor Andrea Lea,296,219,0,0,76,1
Arkansas,ST. CHARLES,Auditor of State,,REP,Auditor Andrea Lea,62,20,0,0,42,0
Arkansas,CHESTER,Auditor of State,,REP,Auditor Andrea Lea,68,29,0,0,39,0
Arkansas,ARKANSAS,Auditor of State,,REP,Auditor Andrea Lea,24,11,1,0,12,0
Arkansas,STANLEY,Auditor of State,,REP,Auditor Andrea Lea,3,0,0,0,3,0
Arkansas,GILLETT WARD 1,Auditor of State,,REP,Auditor Andrea Lea,51,13,0,0,38,0
Arkansas,GILLETT WARD 2,Auditor of State,,REP,Auditor Andrea Lea,87,26,0,0,61,0
Arkansas,GILLETT WARD 3,Auditor of State,,REP,Auditor Andrea Lea,30,7,0,0,23,0
Arkansas,PT DELUCE,Auditor of State,,REP,Auditor Andrea Lea,70,45,0,0,25,0
Arkansas,BAYOU METO,Auditor of State,,REP,Auditor Andrea Lea,52,34,0,0,14,4
Arkansas,MORRIS,Auditor of State,,REP,Auditor Andrea Lea,69,1,0,0,30,38
Arkansas,GUM POND,Auditor of State,,REP,Auditor Andrea Lea,92,0,1,0,32,59
Arkansas,BARTON,Auditor of State,,REP,Auditor Andrea Lea,48,2,0,0,23,23
Arkansas,HENTON,Auditor of State,,REP,Auditor Andrea Lea,61,3,0,0,42,16
Arkansas,BREWER,Auditor of State,,REP,Auditor Andrea Lea,8,3,1,0,2,2
Arkansas,GARLAND,Auditor of State,,REP,Auditor Andrea Lea,52,13,1,0,18,20
Arkansas,HUMPHREY WARD 1,Auditor of State,,REP,Auditor Andrea Lea,23,0,0,0,22,1
Arkansas,HUMPHREY WARD 3,Auditor of State,,REP,Auditor Andrea Lea,9,0,0,0,8,1
Arkansas,DEWITT WARD 1,Auditor of State,,REP,Auditor Andrea Lea,72,39,0,0,32,1
Arkansas,DEWITT WARD 2,Auditor of State,,REP,Auditor Andrea Lea,176,110,5,0,56,5
Arkansas,DEWITT WARD 3,Auditor of State,,REP,Auditor Andrea Lea,277,183,6,0,88,0
Arkansas,STUTTGART WARD 1,Auditor of State,,REP,Auditor Andrea Lea,237,0,2,0,61,174
